Film,Production,Cast
Battleship,Universal Pictures / Hasbro / Bluegrass Films / Film 44,"Peter Berg (director); Jon Hoeber, Erich Hoeber (screenplay); Alexander Skarsgård, Taylor Kitsch, Brooklyn Decker, Rihanna, Liam Neeson, Asano Tadanobu, Peter MacNicol, Hamish Linklater, Jesse Plemons, Jerry Ferrara, Robin Atkin Downes, John Tui, Gregory D. Gadson, Adam Godley, Stephen Bishop, Josh Pence, Rami Malek, Louis Lombardi, Gary Grubbs, Peter Berg, Bill Stinchcomb, Joe Chrest, Billy Slaughter, Griff Furst, Michelle Arthur, Jackie Johnson, Zach Selwyn, Ray Mabus, John Bell, Adrian Bellani"
What to Expect When You're Expecting,Lionsgate / Alcon Entertainment / Phoenix Pictures,"Kirk Jones (director); Heather Hach, Shauna Cross (screenplay); Cameron Diaz, Jennifer Lopez, Brooklyn Decker, Elizabeth Banks, Anna Kendrick, Chace Crawford, Matthew Morrison, Dennis Quaid, Chris Rock, Rodrigo Santoro, Ben Falcone, Joe Manganiello, Thomas Lennon, Rob Huebel, Amir Talai, Rebel Wilson, Wendi McLendon-Covey, Dwyane Wade, Whitney Port, Megan Mullally, Kim Fields, Jesse Burch, Mimi Gianopulos, Genesis Rodriguez"
Beyond the Black Rainbow,Magnet Releasing,"Panos Cosmatos (director/screenplay); Michael Rogers, Eva Allen, Scott Hylands, Marilyn Norry, Rondel Reynoldson"
Crooked Arrows,Freestyle Releasing,"Steve Rash (director); Todd Baird, Brad Riddell (screenplay); Brandon Routh, Gil Birmingham"
Entrance,IFC Midnight,"Patrick Horvath, Dallas Hallam (director); Suziey Block"
Fury,IFC Films,"David Weaver (director/screenplay); Elan Mastai (screenplay); Samuel L. Jackson, Luke Kirby, Ruth Negga, Tom Wilkinson"
Hysteria,Sony Pictures Classics,"Tanya Wexler (director); Maggie Gyllenhaal, Hugh Dancy, Felicity Jones"
Lovely Molly,Image Entertainment,"Eduardo Sánchez (director); Gretchen Lodge, Johnny Lewis, Alexandra Holden, Lauren Lakis"
Mansome,Electus,"Morgan Spurlock (director); Will Arnett, Jason Bateman, Adam Carolla, Paul Rudd, Zach Galifianakis"
Polisse,Sundance Selects,"Maïwenn (director); Karin Viard, Marina Foïs, Joeystarr"
Virginia,Entertainment One,"Dustin Lance Black (director/screenplay); Jennifer Connelly, Ed Harris, Emma Roberts, Amy Madigan, Harrison Gilbertson"
Chernobyl Diaries,Warner Bros. Pictures / Alcon Entertainment / FilmNation Entertainment / Oren Peli/Brian Witten Pictures,"Bradley Parker (director); Oren Peli, Carey Van Dyke, Steve Van Dyke (screenplay); Jonathan Sadowski, Devin Kelley, Jesse McCartney, Olivia Taylor Dudley, Nathan Phillips, Ingrid Bolsø Berdal, Dmitri Diatchenko"
Men in Black 3,Columbia Pictures / P+M Image Nation / Amblin Entertainment,"Barry Sonnenfeld (director); Etan Cohen, David Koepp, Jeff Nathanson, Michael Soccio (screenplay); Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson, Alice Eve, Michael Stuhlbarg, Nicole Scherzinger, David Rasche, Mike Colter, Michael Chernus, Keone Young, Bill Hader, Lenny Venito, David Pittu, Lanny Flaherty, Barry Sonnenfeld, Justin Bieber, Lady Gaga, Yao Ming, Tim Burton, Rick Baker, Will Arnett, Kevin Covais, Bill Gates, Jada Pinkett Smith, Tony Shalhoub, Howard Stern, Rip Torn, Bo Welch, Steve Witting, Tim Blaney, Brad Abrell, Thom Fountain, Carl J. Johnson"
Moonrise Kingdom,Focus Features,"Wes Anderson (director/screenplay); Roman Coppola (screenplay); Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Jason Schwartzman, Tilda Swinton"
Hemingway & Gellhorn,HBO Films,"Philip Kaufman (director); Jerry Stahl, Barbara Turner (screenplay); Nicole Kidman, Clive Owen, David Strathairn, Molly Parker, Parker Posey, Rodrigo Santoro, Mark Pellegrino, Peter Coyote, Lars Ulrich, Robert Duvall, Tony Shalhoub, Jeffrey Jones, Santiago Cabrera, Diane Baker, Steven Wiig, Keone Young, Joan Chen, Ivonne Coll, Saverio Guerra, Remy Auberjonois, Anthony Brandon Wong, Geoff Callan, Bubba Lewis, Brooke Adams, Monica Barbaro, Hélène Cardona, Connie Nielsen, Leonard Apeltsin, Aitor Inarra, Malcolm Brownson"
5 Broken Cameras,Kino Lorber,"Emad Burnat, Guy Davidi (directors)"
Snow White and the Huntsman,Universal Pictures / Roth Films,"Rupert Sanders (director); Evan Daugherty, Hossein Amini, John Lee Hancock (screenplay); Charlize Theron, Kristen Stewart, Chris Hemsworth, Sam Spruell, Ian McShane, Bob Hoskins, Ray Winstone, Eddie Marsan, Sam Claflin, Nick Frost, Toby Jones, Brian Gleeson, Vincent Regan, Raffey Cassidy"
Piranha 3DD,Dimension Films,"John Gulager (director); Patrick Melton, Marcus Dunstan (screenplay); Danielle Panabaker, Matt Bush, Chris Zylka, David Koechner, Meagan Tandy, Paul James Jordan, Jean-Luc Bilodeau, Héctor Jiménez, Adrian Martinez, Clu Gulager, Gary Busey, Katrina Bowden, Christopher Lloyd, Ving Rhames, Paul Scheer, David Hasselhoff"
Madagascar 3: Europe's Most Wanted,Paramount Pictures / DreamWorks Animation,"Eric Darnell (director/screenplay); Tom McGrath, Conrad Vernon (directors); Noah Baumbach (screenplay); Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Martin Short, Bryan Cranston, Chris Miller, Christopher Knights, John DiMaggio, Frank Welker, Paz Vega, Conrad Vernon, Vinnie Jones, Steve Jones, Nick Fletcher, Eric Darnell, Dan O'Connor, Danny Jacobs"
Prometheus,20th Century Fox / Dune Entertainment / Scott Free Productions,"Ridley Scott (director); Damon Lindelof, Jon Spaihts (screenplay); Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba, Guy Pearce, Logan Marshall-Green, Sean Harris, Rafe Spall, Kate Dickie, Emun Elliott, Benedict Wong, Patrick Wilson, Ian Whyte"
Lola Versus,Fox Searchlight Pictures,"Daryl Wein (director/screenplay); Zoe Lister-Jones (screenplay); Greta Gerwig, Joel Kinnaman, Zoe Lister-Jones, Hamish Linklater, Bill Pullman, Ebon Moss-Bachrach, Jay Pharoah, Debra Winger"
Safety Not Guaranteed,FilmDistrict,"Colin Trevorrow (director/screenplay); Derek Connolly (screenplay); Aubrey Plaza, Mark Duplass, Jake Johnson, Kristen Bell, Jenica Bergere, Jeff Garlin, Karan Soni, Lynn Shelton, Mary Lynn Rajskub"
Rock of Ages,Warner Bros. Pictures / New Line Cinema,"Adam Shankman (director); Justin Theroux, Allan Loeb, Chris D'Arienzo (screenplay); Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin, Russell Brand, Paul Giamatti, Catherine Zeta-Jones, Malin Åkerman, Mary J. Blige, Bryan Cranston, Will Forte, Dan Finnerty, Kevin Nash, Jeff Chase, Constantine Maroulis, Kevin Cronin, Sebastian Bach, Debbie Gibson, Nuno Bettencourt, Joel Hoekstra, Eli Roth, T.J. Miller"
That's My Boy,Columbia Pictures / Relativity Media / Happy Madison Productions,"Sean Anders (director); David Caspe (screenplay); Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice, Tony Orlando, Will Forte, Milo Ventimiglia, Susan Sarandon, James Caan, Blake Clark, Meagen Fay, Rachel Dratch, Nick Swardson, Peggy Stewart, Luenell, Ciara, Ana Gasteyer, Eva Amurri Martino, Todd Bridges, Dan Patrick, Rex Ryan, Jackie Sandler, Erin Andrews, Peter Dante, Alan Thicke, Ian Ziering, Colin Quinn, Baron Davis, Dennis Dugan"
The Woman in the Fifth,ATO Pictures,"Paweł Pawlikowski (director/screenplay); Ethan Hawke, Kristin Scott Thomas, Joanna Kulig, Samir Guesmi"
Your Sister's Sister,IFC Films,"Lynn Shelton (director/screenplay); Emily Blunt, Rosemarie DeWitt, Mark Duplass"
Kumaré,Kino Lorber,Vikram Gandhi (director); Vikram Gandhi
Abraham Lincoln: Vampire Hunter,20th Century Fox / Dune Entertainment,"Timur Bekmambetov (director); Seth Grahame-Smith (screenplay); Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead, Rufus Sewell, Marton Csokas"
Brave,Walt Disney Pictures / Pixar Animation Studios,"Mark Andrews, Brenda Chapman, Steve Purcell (directors/screenplay); Irene Mecchi (screenplay); Kelly Macdonald, Julie Walters, Billy Connolly, Emma Thompson, Kevin McKidd, Craig Ferguson, Robbie Coltrane"
Seeking a Friend for the End of the World,Focus Features / Mandate Pictures / Indian Paintbrush,"Lorene Scafaria (director/screenplay); Steve Carell, Keira Knightley, Connie Britton, Adam Brody, Derek Luke, Melanie Lynskey"
The Invisible War,Docurama Films,Kirby Dick (director/screenplay);
To Rome with Love,Sony Pictures Classics,"Woody Allen (director/screenplay); Alec Baldwin, Roberto Benigni, Penélope Cruz, Jesse Eisenberg, Greta Gerwig, Elliot Page"
Beasts of the Southern Wild,Fox Searchlight Pictures,"Benh Zeitlin (director/screenplay); Lucy Alibar (screenplay); Quvenzhané Wallis, Dwight Henry"
Madea's Witness Protection,Lionsgate / Tyler Perry Studios,"Tyler Perry (director/screenplay); Tyler Perry, Eugene Levy, Doris Roberts, Tom Arnold, Denise Richards, Danielle Campbell, Romeo, John Amos, Marla Gibbs"
Magic Mike,Warner Bros. Pictures,"Steven Soderbergh (director); Reid Carolin (screenplay); Channing Tatum, Alex Pettyfer, Matthew McConaughey, Matt Bomer, Riley Keough, Cody Horn, Joe Manganiello, Olivia Munn, Adam Rodriguez, Kevin Nash, Gabriel Iglesias, Mircea Monroe, Camryn Grimes, Wendi McLendon-Covey, Martin Villeneuve, Michael Roark, Betsy Brandt"
People Like Us,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment / K/O Paper Products,"Alex Kurtzman (director/screenplay); Roberto Orci, Jody Lambert (screenplay); Chris Pine, Elizabeth Banks, Michelle Pfeiffer, Olivia Wilde, Mark Duplass, Jon Favreau, Michael Hall D'Addario, Philip Baker Hall"
Ted,Universal Pictures / Media Rights Capital / Bluegrass Films / Fuzzy Door Productions,"Seth MacFarlane (director/screenplay); Alec Sulkin, Wellesley Wild (screenplay); Mark Wahlberg, Mila Kunis, Seth MacFarlane, Giovanni Ribisi, Joel McHale, Patrick Warburton, Jessica Stroup, Laura Vandervoort, Aedin Mincks, Matt Walsh, Jessica Barth, Bill Smitrovich, Alex Borstein, Ralph Garman, Sam J. Jones, Ryan Reynolds, Norah Jones, Tom Skerritt, Mike Henry, Robert Wu, Ted Danson, Patrick Stewart, Tara Strong"
A Burning Hot Summer,Sundance Selects,"Philippe Garrel (director); Monica Bellucci, Louis Garrel, Céline Sallette, Jérôme Robart"
Last Ride,Madman Entertainment,"Glendyn Ivin (director); Mac Gudgeon (screenplay); Hugo Weaving, Tom Russell"
Neil Young Journeys,Sony Pictures Classics,Jonathan Demme (director); Neil Young
Take This Waltz,Magnolia Pictures,"Sarah Polley (director/screenplay); Seth Rogen, Michelle Williams, Sarah Silverman, Luke Kirby, Aaron Abrams, Jennifer Podemiski, Vanessa Coelho"
Unforgivable,UGC Distribution,"André Téchiné (director); André Dussollier, Carole Bouquet, Adriana Asti"
The Amazing Spider-Man,Columbia Pictures / Marvel Entertainment,"Marc Webb (director); James Vanderbilt, Alvin Sargent, Steve Kloves (screenplay); Andrew Garfield, Emma Stone, Max Charles, Martin Sheen, Sally Field, Campbell Scott, Rhys Ifans, Chris Zylka, Denis Leary, Irrfan Khan, Embeth Davidtz, Hannah Marks, Kelsey Chow, C. Thomas Howell, Stan Lee, Michael Massee, Michael Papajohn, Skyler Gisondo, Kari Coleman, Leif Gantvoort, Michael Barra, Tom Waite, Charlie DePew, Jacob Rodier"
Katy Perry: Part of Me 3D,Paramount Pictures / Insurge Pictures / MTV Films / Imagine Entertainment / Perry Productions,"Dan Cutforth, Jane Lipsetz (directors); Katy Perry"
Savages,Universal Pictures / Relativity Media,"Oliver Stone (director/screenplay); Don Winslow, Shane Salerno (screenplay); Taylor Kitsch, Blake Lively, Aaron Johnson, John Travolta, Benicio del Toro, Salma Hayek, Emile Hirsch, Demián Bichir, Sandra Echeverría, Joaquín Cosío, Mía Maestro, Shea Whigham, Joel David Moore, Leonard Roberts, Trevor Donovan, Ralph Echemendia, Jake McLaughlin, Sean Stone, Ali Wong"
Collaborator,Tribeca Film,"Martin Donovan (director/screenplay); Martin Donovan, David Morse, Olivia Williams, Katherine Helmond"
Ice Age: Continental Drift,20th Century Fox Animation / Blue Sky Studios,"Steve Martino, Mike Thurmeier (directors); Michael Berg, Jason Fuchs (screenplay); Ray Romano, John Leguizamo, Denis Leary, Nicki Minaj, Drake, Jennifer Lopez, Queen Latifah, Seann William Scott, Josh Peck, Chris Wedge, Peter Dinklage, Wanda Sykes, Josh Gad, Keke Palmer, Nick Frost, Aziz Ansari, Ben Gleib, Alan Tudyk, Ester Dean, Kunal Nayyar, Rebel Wilson, Eddie ""Piolín"" Sotelo, Joy Behar, Alain Chabat, Heather Morris, Karen Disher, Patrick Stewart, Edita Brychta, Aimée Castle, Jim Conroy, Daniel Flaherty, Marieve Herington, Jason Harris, Selenis Leyva, Bill Lobley, Chris Phillips, Tara Sands, Keith Silverstein, Randall Thom, Corwin Tuggles, Tashiana Washington"
"Farewell, My Queen",Cohen Media Group,"Benoît Jacquot (director/screenplay); Léa Seydoux, Diane Kruger, Virginie Ledoyen"
The Imposter,The Indomina Group,Bart Layton (director); Frédéric Bourdin
Union Square,DADA,"Nancy Savoca (director/screenplay); Mary Tobler (screenplay); Mira Sorvino, Tammy Blanchard, Patti LuPone, Mike Doyle"
Shut Up and Play the Hits,Oscilloscope Laboratories,"Will Lovelace, Dylan Southern (directors); James Murphy, Nancy Whang, Pat Mahoney, Gunnar Bjerk, Chuck Klosterman, Gavin Russom, Keith Wood, Al Doyle"
The Dark Knight Rises,Warner Bros. Pictures / Legendary Pictures / DC Entertainment / Syncopy,"Christopher Nolan (director/screenplay); Jonathan Nolan (screenplay); Christian Bale, Michael Caine, Gary Oldman, Anne Hathaway, Tom Hardy, Marion Cotillard, Joseph Gordon-Levitt, Morgan Freeman, Matthew Modine, Ben Mendelsohn, Burn Gorman, Alon Abutbul, Juno Temple, Daniel Sunjata, Chris Ellis, Brett Cullen, Liam Neeson, Cillian Murphy, John Nolan, Josh Pence, Nestor Carbonell, Aidan Gillen, Rob Brown, Desmond Harrington, Josh Stewart, Christopher Judge, Noel Gugliemi, Tom Conti, William Devane, Ben Roethlisberger, Hines Ward, Troy Polamalu, Willie Colon, Maurkice Pouncey, Mike Wallace, Heath Miller, Aaron Smith, Ryan Clark, James Farrior, LaMarr Woodley, Casey Hampton, Bill Cowher, Luke Ravenstahl, United States Senator Patrick Leahy, Thomas Lennon, India Wadsworth"
The Queen of Versailles,Magnolia Pictures,"Lauren Greenfield (director); David A. Siegel, Jackie Siegel"
Iron Sky,Blind Spot Pictures,"Timo Vuorensola (director); Johanna Sinisalo, Michael Kalesniko (screenplay); Julia Dietze, Peta Sergeant, Götz Otto, Chris Kirby, Udo Kier"
Ruby Sparks,Fox Searchlight Pictures,"Jonathan Dayton, Valerie Faris (directors); Zoe Kazan (screenplay); Paul Dano, Zoe Kazan, Annette Bening, Antonio Banderas, Steve Coogan, Elliott Gould, Chris Messina, Deborah Ann Woll"
Step Up Revolution,Summit Entertainment,"Scott Speer (director); Amanda Brody (screenplay); Ryan Guzman, Kathryn McCormick, Misha Gabriel, Peter Gallagher"
The Watch,20th Century Fox / Dune Entertainment / 21 Laps Entertainment,"Akiva Schaffer (director); Jared Stern, Seth Rogen, Evan Goldberg (screenplay); Ben Stiller, Vince Vaughn, Rosemarie DeWitt, Jonah Hill, Richard Ayoade, Will Forte, Billy Crudup"
Ai Weiwei: Never Sorry,Sundance Selects,"Alison Klayman (director/screenplay); Danqing Chen, Ying Gao, Changwei Gu"
Killer Joe,LD Distribution,"William Friedkin (director); Tracy Letts (screenplay); Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church, Gina Gershon"
Searching for Sugar Man,Sony Pictures Classics,Malik Bendjelloul (director); Rodriguez
Diary of a Wimpy Kid: Dog Days,20th Century Fox / Fox 2000 Pictures,"David Bowers (director); Maya Forbes, Wallace Wolodarsky (screenplay); Zachary Gordon, Robert Capron, Rachael Harris, Devon Bostick, Steve Zahn"
Total Recall,Columbia Pictures / Relativity Media / Original Film,"Len Wiseman (director); Kurt Wimmer, Mark Bomback (screenplay); Colin Farrell, Jessica Biel, Bryan Cranston, Kate Beckinsale, Bill Nighy, John Cho, Ethan Hawke, Bokeem Woodbine"
360,Magnolia Pictures,"Fernando Meirelles (director); Peter Morgan (screenplay); Rachel Weisz, Anthony Hopkins, Jude Law, Ben Foster, Jamel Debbouze, Moritz Bleibtreu"
Celeste and Jesse Forever,Sony Pictures Classics,"Lee Toland Krieger (director); Rashida Jones, Will McCormack (screenplay); Rashida Jones, Andy Samberg, Elijah Wood, Ari Graynor, Will McCormack, Emma Roberts, Eric Christian Olsen"
Hope Springs,Columbia Pictures / Mandate Pictures / Escape Artists / Metro-Goldwyn-Mayer,"David Frankel (director); Vanessa Taylor (screenplay); Meryl Streep, Tommy Lee Jones, Steve Carell, Mimi Rogers, Elisabeth Shue, Jean Smart, Brett Rice, Damian Young, Ben Rappaport, Marin Ireland, Becky Ann Baker"
The Bourne Legacy,Universal Pictures / Relativity Media / The Kennedy/Marshall Company,"Tony Gilroy (director/screenplay); Dan Gilroy (screenplay); Jeremy Renner, Rachel Weisz, Edward Norton, Oscar Isaac, Joan Allen, Albert Finney, Stacy Keach, Scott Glenn, David Strathairn, Donna Murphy, Elizabeth Marvel, Željko Ivanek, Corey Stoll, Michael Papajohn, Dennis Boutsikaris, Michael Chernus, Shane Jacobson, John Douglas Thompson, Louis Ozawa Changchien, David Wilson Barnes, Neil Brooks Cunningham, Corey Johnson, Michael Berresse, John Arcilla, Lou Veloso, Karen Pittman"
The Campaign,Warner Bros. Pictures / Gary Sanchez Productions,"Jay Roach (director); Chris Henchy, Shawn Harwell (screenplay); Will Ferrell, Zach Galifianakis, Jason Sudeikis, Katherine LaNasa, Dylan McDermott, John Lithgow, Dan Aykroyd, Brian Cox, P.J. Byrne, Sarah Baker, Madison Wolfe, Billy Slaughter, Taryn Terrell, Karen Maruyama, Josh Lawson, Thomas Middleditch, Steve Tom, John Goodman, The Miz"
2 Days in New York,Magnolia Pictures,"Julie Delpy (director/screenplay); Alexia Landeau, Alexandre Nahon (screenplay); Julie Delpy, Chris Rock, Albert Delpy, Alexia Landeau, Alex Nahon"
The Odd Life of Timothy Green,Walt Disney Pictures,"Peter Hedges (director/screenplay); Jennifer Garner, Joel Edgerton, CJ Adams, Ron Livingston, Dianne Wiest, Odeya Rush, Rosemarie DeWitt, Lin-Manuel Miranda, M. Emmet Walsh, Lois Smith, Common, David Morse, Shohreh Aghdashloo, Tim Guinee, James Rebhorn, Michael Arden, Rhoda Griffis"
Ek Tha Tiger,Yash Raj Films,"Kabir Khan (director/screenplay); Neelesh Misra (screenplay); Salman Khan, Katrina Kaif"
The Expendables 2,Lionsgate / Millennium Films / Nu Image,"Simon West (director), Sylvester Stallone, Richard Wenk (screenplay); Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Chuck Norris, Jean-Claude Van Damme, Bruce Willis, Arnold Schwarzenegger, Terry Crews, Randy Couture, Liam Hemsworth, Scott Adkins, Yu Nan, Charisma Carpenter, Amanda Ooms, Nikolette Noel, Lyubomir Simeonov,"
ParaNorman,Focus Features / Laika,"Chris Butler (director/screenplay); Sam Fell (director); Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, John Goodman, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, Jack Blessing, Michael Corbett, Nicholas Guest, Emily Hahn, Bridget Hoffman, Alicia Lagano, Scott Menville, Ariel Winter, Jeremy Shada, Kirk Baily, Jacob Bertrand, Cam Clarke, Lara Cody, Denise Faye, Eddie Frierson, Rif Hutton, Edie Mirman"
Sparkle,TriStar Pictures / Stage 6 Films,"Salim Akil (director); Mara Brock Akil (screenplay); Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps, Carmen Ejogo, Tika Sumpter, Omari Hardwick, CeeLo Green, Curtis Armstrong, Terrence J, Tamela Mann, Michael Beach"
Compliance,Magnolia Pictures,"Craig Zobel (director/screenplay); Ann Dowd, Dreama Walker, Pat Healy, Bill Camp, Ashlie Atkinson, Phillip Ettinger"
Cosmopolis,Entertainment One,"David Cronenberg (director/screenplay); Robert Pattinson, Juliette Binoche, Sarah Gadon, Mathieu Amalric, Jay Baruchel, Kevin Durand, K'naan, Emily Hampshire, Samantha Morton, Paul Giamatti"
Robot & Frank,Samuel Goldwyn Films,"Jake Schreier (director); Christopher Ford (screenplay); Frank Langella, Susan Sarandon, James Marsden, Liv Tyler, Peter Sarsgaard, Jeremy Sisto, Jeremy Strong"
Hit and Run,Open Road Films,"Dax Shepard (director/screenplay); David Palmer (director); Dax Shepard, Kristen Bell, Bradley Cooper, Tom Arnold, Kristin Chenoweth, Beau Bridges, David Koechner, Joy Bryant, Ryan Hansen, Jason Bateman, Sean Hayes, Michael Rosenbaum"
The Apparition,Warner Bros. Pictures / Dark Castle Entertainment / Studio Babelsberg,"Todd Lincoln (director/screenplay); Ashley Greene, Sebastian Stan, Tom Felton"
Premium Rush,Columbia Pictures,"David Koepp (director/screenplay); John Kamps (screenplay); Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Wolé Parks, Jamie Chung, Aasif Mandvi"
Lawless,The Weinstein Company / Benaroya Pictures / Red Wagon Entertainment / Annapurna Pictures,"John Hillcoat (director); Nick Cave (screenplay); Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce, Gary Oldman, Mia Wasikowska, Jessica Chastain, Dane DeHaan"
The Oogieloves in the Big Balloon Adventure,Romar 41,"Matthew Diamond (director); Scott Stabile (screenplay); Toni Braxton, Cloris Leachman, Christopher Lloyd, Chazz Palminteri, Cary Elwes, Jaime Pressly"
The Ambassador,Drafthouse Films,Mads Brügger (director)
The Possession,Lionsgate / Ghost House Pictures,"Ole Bornedal (director); Juliet Snowden, Stiles White (screenplay); Jeffrey Dean Morgan, Kyra Sedgwick"
"For a Good Time, Call...",Focus Features,"Jamie Travis (director); Katie Anne Naylon, Lauren Anne Miller (screenplay); Ari Graynor, Seth Rogen, Lauren Anne Miller, Justin Long, Mark Webber, James Wolk"
The Cold Light of Day,Summit Entertainment / Intrepid Pictures,"Mabrouk El Mechri (director); John Petro, Scott Wiper (screenplay); Henry Cavill, Bruce Willis, Sigourney Weaver, Verónica Echegui, Roschdy Zem, Óscar Jaenada, Joseph Mawle"
The Words,CBS Films,"Brian Klugman, Lee Sternthal (directors/screenplay); Bradley Cooper, Jeremy Irons, Zoe Saldana, Dennis Quaid, Olivia Wilde, Ben Barnes"
Raiders of the Lost Ark: The IMAX Experience,Paramount Pictures / Lucasfilm,"Steven Spielberg (director); Lawrence Kasdan (screenplay); Harrison Ford, John Rhys-Davies, Karen Allen, Paul Freeman, Alfred Molina, Denholm Elliott, Ronald Lacey, Wolf Kahler, Anthony Higgins, Vic Tablian, Don Fellows, Fred Sorenson"
Anna Karenina,Focus Features,"Joe Wright (director); Tom Stoppard (screenplay); Keira Knightley, Jude Law, Aaron Johnson, Kelly Macdonald, Matthew Macfadyen, Olivia Williams, Emily Watson, Alicia Vikander, Ruth Wilson, Domhnall Gleeson"
Detropia,Roco Films / ITVS,"Heidi Ewing, Rachel Grady (directors)"
Raaz 3D,Vishesh Films,"Vikram Bhatt (director); Shagufta Rafique (screenplay); Bipasha Basu, Emraan Hashmi, Esha Gupta"
Resident Evil: Retribution,Screen Gems / Davis Films / Impact Pictures / Constantin Film,"Paul W. S. Anderson (director/screenplay); Milla Jovovich, Sienna Guillory, Colin Salmon, Boris Kodjoe, Michelle Rodriguez, Shawn Roberts, Johann Urb, Kevin Durand, Li Bingbing"
Finding Nemo 3D,Walt Disney Pictures / Pixar Animation Studios,"Andrew Stanton (director/screenplay); Lee Unkrich (director); Bob Peterson, David Reynolds (screenplay); Alexander Gould, Albert Brooks, Ellen DeGeneres, Willem Dafoe, Barry Humphries, Eric Bana, Bruce Spence, Allison Janney, Elizabeth Perkins, Geoffrey Rush, Brad Garrett, Austin Pendleton, Stephen Root, Vicki Lewis, Joe Ranft, Bill Hunter"
Arbitrage,Lionsgate / Roadside Attractions,"Nicholas Jarecki (director/screenplay); Richard Gere, Susan Sarandon, Tim Roth, Brit Marling, Laetitia Casta, Nate Parker"
Barfi!,UTV Motion Pictures,"Anurag Basu (Director/Screenplay); Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz"
The Master,The Weinstein Company / Annapurna Pictures,"Paul Thomas Anderson (director/screenplay); Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Ambyr Childers, Rami Malek, Jesse Plemons, Kevin J. O'Connor, Christopher Evan Welch, Madisen Beaty, Lena Endre, Amy Ferguson, Patty McCormack, Jillian Bell, Joshua Close, Fiona Dourif, David Warshofsky, Steven Wiig, W. Earl Brown"
Stolen,Millennium Films,"Simon West (director); David Guggenheim (screenplay); Nicolas Cage, Malin Åkerman, Josh Lucas, Danny Huston"
Amour,Sony Pictures Classics,"Michael Haneke (director/screenplay); Jean-Louis Trintignant, Emmanuelle Riva"
Dredd,Lionsgate / Reliance Entertainment,"Pete Travis (director); Alex Garland (screenplay); Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris"
End of Watch,Open Road Films / Exclusive Media / Emmett/Furla Films,"David Ayer (director/screenplay); Jake Gyllenhaal, Michael Peña, Anna Kendrick, Natalie Martinez, America Ferrera, Frank Grillo, Cody Horn, David Harbour, Kristy Wu, Cle Shaheed Sloan, Shondrella Avery, Maurice Compte, Flakiss, Richard Cabral, Jaime Fitzsimons, Diamonique"
House at the End of the Street,Relativity Media / Rogue Pictures / FilmNation Entertainment / A Bigger Boat,"Mark Tonderai (director); David Loucka (screenplay); Jennifer Lawrence, Elisabeth Shue, Max Thieriot, Gil Bellows"
Trouble with the Curve,Warner Bros. Pictures,"Robert Lorenz (director); Randy Brown (screenplay); Clint Eastwood, Amy Adams, Matthew Lillard, Justin Timberlake, John Goodman, Robert Patrick, Scott Eastwood, Matt Bush"
Diana Vreeland: The Eye Has to Travel,Samuel Goldwyn Films,"Lisa Immordino Vreeland, Bent-Jorgan Perlmutt, Frederic Tcheng (directors);"
Head Games,Variance Films,"Steve James (director); Christopher Nowinski, Bob Costas, Keith Primeau"
The Perks of Being a Wallflower,Summit Entertainment,"Stephen Chbosky (director/screenplay); Emma Watson, Logan Lerman, Mae Whitman, Nina Dobrev, Johnny Simmons, Dylan McDermott, Paul Rudd, Ezra Miller, Kate Walsh, Erin Wilhelmi, Adam Hagenbuch, Melanie Lynskey, Joan Cusack, Zane Holtz, Reece Thompson, Nicholas Braun, Landon Pigg, Tom Savini, Julia Garner"
Magical Mystery Tour,Omniverse Vision / Apple Corps / BBC,"Bernard Knowles, The Beatles (directors); The Beatles (screenplay); John, Paul, George, and Ringo, Jessie Robins, Vivian Stanshall, Victor Spinetti, Mal Evans, Ivor Cutler, Derek Royle"
