Film,Production,Cast
Minions: The Rise of Gru,Universal Pictures / Illumination,"Kyle Balda (director); Brian Lynch, Matthew Fogel (screenplay); Steve Carell, Taraji P. Henson, Michelle Yeoh, RZA, Jean-Claude Van Damme, Lucy Lawless, Dolph Lundgren, Danny Trejo, Russell Brand, Julie Andrews, Alan Arkin"
The Forgiven,Roadside Attractions / Vertical Entertainment / Brookstreet Pictures / Film4,"John Michael McDonagh (director/screenplay); Ralph Fiennes, Jessica Chastain, Matt Smith, Ismael Kanater, Caleb Landry Jones, Abbey Lee, Mourad Zaoui, Marie-Josée Croze, Alex Jennings, Saïd Taghmaoui, Christopher Abbott"
Mr. Malcolm's List,Bleecker Street / Ingenious Media / Refinery29,"Emma Holly Jones (director); Suzanne Allain (screenplay); Freida Pinto, Sope Dirisu, Oliver Jackson-Cohen, Ashley Park, Zawe Ashton, Theo James"
The Princess,Hulu / 20th Century Studios / Original Film,"Le-Van Kiet (director); Ben Lustig, Jake Thornton (screenplay); Joey King, Dominic Cooper, Olga Kurylenko, Veronica Ngo"
Hot Seat,Lionsgate,"James Cullen Bressack (director); Collin Watts, Leon Langford (screenplay); Kevin Dillon, Mel Gibson, Shannen Doherty"
"Hello, Goodbye, and Everything in Between",Netflix / Lionsgate,"Michael Lewen (director); Ben York Jones, Amy Reed (screenplay); Talia Ryder, Jordan Fisher, Ayo Edebiri, Nico Hiraga, Jennifer Robertson, Patrick Sabongui"
Thor: Love and Thunder,Marvel Studios,"Taika Waititi (director/screenplay); Jennifer Kaytin Robinson (screenplay); Chris Hemsworth, Christian Bale, Tessa Thompson, Jaimie Alexander, Taika Waititi, Russell Crowe, Natalie Portman"
South Park The Streaming Wars Part 2,Paramount+ / Comedy Central,"Trey Parker (director/screenplay); Trey Parker, Matt Stone, April Stewart, Kimberly Brooks, Adrien Beard, Neyla Cantu, Betty Boogie"
The Gray Man,Netflix / AGBO / Roth/Kirschenbaum Films,"Anthony Russo, Joe Russo (directors): Joe Russo, Christopher Markus, Stephen McFeely (screenplay); Ryan Gosling, Chris Evans, Ana de Armas, Jessica Henwick, Regé-Jean Page, Wagner Moura, Julia Butters, Dhanush, Alfre Woodard, Billy Bob Thornton"
Where the Crawdads Sing,Columbia Pictures / 3000 Pictures / Hello Sunshine,"Olivia Newman (director); Lucy Alibar (screenplay); Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson, Michael Hyatt, Sterling Macer Jr., Jojo Regina, Garret Dillahunt, Ahna O'Reilly, David Strathairn"
Paws of Fury: The Legend of Hank,Paramount Pictures / Nickelodeon Movies / Aniventure / Cinesite,"Rob Minkoff, Mark Koetsier (directors); Ed Stone, Nate Hopper, Mel Brooks, Norman Steinberg, Andrew Bergman, Richard Pryor, Alan Uger (screenplay); Michael Cera, Ricky Gervais, Mel Brooks, George Takei, Aasif Mandvi, Gabriel Iglesias, Djimon Hounsou, Michelle Yeoh, Samuel L. Jackson"
Persuasion,Netflix / MRC,"Carrie Cracknell (director); Ronald Bass, Alice Victoria Winslow (screenplay); Dakota Johnson, Cosmo Jarvis, Nikki Amuka-Bird, Mia McKenna-Bruce, Richard E. Grant, Henry Golding"
Gone in the Night,Vertical Entertainment,"Eli Horowitz (director/screenplay); Matthew Derby (screenplay); Winona Ryder, Dermot Mulroney, John Gallagher Jr., Owen Teague, Brianne Tju"
1Up,Amazon Studios / Lionsgate / BuzzFeed Studios,"Kyle Newman (director); Julia Yorks (screenplay); Paris Berelc, Taylor Zakhar Perez, Hari Nef, Kevin Farley, Ruby Rose"
Wrong Place,Vertical Entertainment,"Mike Burns (director); Bill Lawrence (screenplay); Ashley Greene, Bruce Willis"
Don't Make Me Go,Amazon Studios / Big Beach,"Hannah Marks (director); Vera Herbert (screenplay); John Cho, Mia Isaac"
He's Watching,XYZ Films,"Jacob Aaron Estes (director/screenplay); Iris Serena Estes, Lucas Steel Estes"
Nope,Universal Pictures / Monkeypaw Productions,"Jordan Peele (director/screenplay); Daniel Kaluuya, Keke Palmer, Steven Yeun, Michael Wincott, Brandon Perea, Keith David"
Anything's Possible,Amazon Studios / Orion Pictures / Killer Films,"Billy Porter (director); Ximena García Lecuona (screenplay); Eva Reign, Abubakr Ali, Renée Elise Goldsberry"
Alone Together,Vertical Entertainment,"Katie Holmes (director/screenplay); Katie Holmes, Jim Sturgess, Derek Luke, Becky Ann Baker, Zosia Mamet, Melissa Leo"
DC League of Super-Pets,Warner Bros. Pictures / Warner Animation Group / DC Films / Seven Bucks Productions,"Jared Stern (director/screenplay); John Whittington (screenplay); Dwayne Johnson, Kevin Hart, Kate McKinnon, John Krasinski, Vanessa Bayer, Natasha Lyonne, Diego Luna, Marc Maron, Keanu Reeves"
Thirteen Lives,Amazon Studios / Metro-Goldwyn-Mayer / Bron Creative / Imagine Entertainment,"Ron Howard (director); William Nicholson (screenplay); Viggo Mortensen, Colin Farrell, Joel Edgerton, Tom Bateman"
Vengeance,Focus Features / Blumhouse Productions,"B. J. Novak (director/screenplay); B. J. Novak, Boyd Holbrook, Dove Cameron, Issa Rae, Ashton Kutcher"
Sharp Stick,Utopia / FilmNation Entertainment,"Lena Dunham (director/screenplay); Kristine Froseth, Jon Bernthal, Luka Sabbat, Scott Speedman, Lena Dunham, Ebon Moss-Bachrach, Taylour Paige, Jennifer Jason Leigh"
Not Okay,Hulu / Searchlight Pictures,"Quinn Shephard (director/screenplay); Zoey Deutch, Mia Isaac, Nadia Alexander, Embeth Davidtz, Karan Soni, Dylan O'Brien"
Paradise Highway,Lionsgate,"Anna Gutto (director/screenplay); Juliette Binoche, Frank Grillo, Hala Finley, Cameron Monaghan, Morgan Freeman"
Resurrection,IFC Films / Shudder,"Andrew Semans (director/screenplay); Rebecca Hall, Grace Kaufman, Michael Esper, Tim Roth"
A Love Song,Bleecker Street / Stage 6 Films,"Max Walker-Silverman (director/screenplay); Dale Dickey, Wes Studi"
Honor Society,Paramount+ / Awesomeness Films,"Oran Zegman (director); David A. Goodman (screenplay); Angourie Rice, Gaten Matarazzo, Christopher Mintz-Plasse"
Allegoria,Shudder / RLJE Films,"Spider One (director/screenplay); John Ennis, Bryce Johnson, Edward Hong, Adam Busch, Adam Marcinowski"
Bullet Train,Columbia Pictures / 87North Productions,"David Leitch (director); Zak Olkewicz (screenplay); Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Benito A Martínez Ocasio, Sandra Bullock"
Luck,Apple TV+ / Skydance Animation,"Peggy Holmes (director); Kiel Murray, Jonathan Aibel, Glenn Berger (screenplay); Eva Noblezada, Simon Pegg, Jane Fonda, Whoopi Goldberg, Flula Borg, Lil Rel Howery, Colin O'Donoghue, John Ratzenberger"
Prey,Hulu / 20th Century Studios / Davis Entertainment,"Dan Trachtenberg (director); Patrick Aison (screenplay); Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope, Dane DiLiegro"
Easter Sunday,Universal Pictures / DreamWorks Pictures / Rideback,"Jay Chandrasekhar (director); Ken Cheng, Kate Angelo (screenplay); Jo Koy, Jimmy O. Yang, Tia Carrere, Brandon Wardell, Eva Noblezada, Tiffany Haddish, Lou Diamond Phillips"
Rise of the Teenage Mutant Ninja Turtles: The Movie,Netflix / Netflix Animation / Nickelodeon Movies,"Ant Ward, Andy Suriano (directors); Tony Gama-Lobo, Rebecca May (screenplay); Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith, Josh Brener, Kat Graham, Eric Bauza, Haley Joel Osment"
Bodies Bodies Bodies,A24,"Halina Reijn (director); Sarah DeLappe (screenplay); Amandla Stenberg, Maria Bakalova, Myha'la Herrold, Chase Sui Wonders, Rachel Sennott, Lee Pace, Pete Davidson"
They/Them,Peacock / Blumhouse Productions,"John Logan (director/screenplay); Kevin Bacon, Carrie Preston, Anna Chlumsky, Theo Germaine, Austin Crute"
Secret Headquarters,Paramount+ / Paramount Pictures / Jerry Bruckheimer Films,"Henry Joost, Ariel Schulman (directors/screenplay); Christopher Yost, Josh Koenigsberg (screenplay); Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña"
Day Shift,Netflix / 87North Productions,"J. J. Perry (director); Tyler Tice, Shay Hatten (screenplay); Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good, Karla Souza, Steve Howey, Scott Adkins, Snoop Dogg"
Mack & Rita,Gravitas Premiere / Page Fifty-Four Pictures,"Katie Aselton (director); Madeline Walter, Paul Welsh (screenplay); Diane Keaton, Taylour Paige, Elizabeth Lail, Loretta Devine, Amy Hill, Lois Smith, Wendie Malick, Simon Rex, Martin Short, Dustin Milligan"
Fall,Lionsgate,"Scott Mann (director/screenplay); Jonathan Frank (screenplay); Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan"
Emily the Criminal,Roadside Attractions / Vertical Entertainment,"John Patton Ford (director/screenplay); Aubrey Plaza, Theo Rossi, Megalyn Echikunwoke, Gina Gershon"
Summering,Bleecker Street,"James Ponsoldt (director/screenplay); Benjamin Percy (screenplay); Lia Barnett, Lake Bell, Sarah Cooper, Ashley Madekwe, Madalen Mills, Megan Mullaly"
Beast,Universal Pictures / Will Packer Productions / RVK Studios,"Baltasar Kormákur (director); Ryan Engle, Jaime Primak (screenplay); Idris Elba, Iyana Halley, Leah Sava Jeffries, Sharlto Copley"
Orphan: First Kill,Paramount Players / Entertainment One / Paramount+,"William Brent Bell (director); David Coggeshall (screenplay); Isabelle Fuhrman, Rossif Sutherland, Hiro Kanagawa, Matthew Finlan, Julia Stiles"
Spin Me Round,IFC Films / AMC+,"Jeff Baena (director/screenplay); Alison Brie (screenplay); Alison Brie, Alessandro Nivola, Molly Shannon, Tim Heidecker, Zach Woods, Fred Armisen, Debby Ryan, Lil Rel Howery, Aubrey Plaza"
Delia's Gone,Vertical Entertainment,"Robert Budreau (director/screenplay); Stephan James, Marisa Tomei, Paul Walter Hauser, Travis Fimmel"
Three Thousand Years of Longing,Metro-Goldwyn-Mayer / FilmNation Entertainment / Kennedy Miller Mitchell,"George Miller (director/screenplay); Augusta Gore (screenplay); Idris Elba, Tilda Swinton"
Samaritan,Amazon Studios / Metro-Goldwyn-Mayer / Balboa Productions,"Julius Avery (director); Bragi F. Schut (screenplay); Sylvester Stallone, Javon Walton, Pilou Asbæk, Dascha Polanco, Moises Arias"
Me Time,Netflix,"John Hamburg (director/screenplay); Kevin Hart, Mark Wahlberg, Regina Hall, Luis Gerardo Méndez, Jimmy O. Yang"
The Invitation,Screen Gems,"Jessica M. Thompson (director); Blair Butler (screenplay); Nathalie Emmanuel, Thomas Doherty, Stephanie Corneliussen, Alana Boden, Hugh Skinner, Sean Pertwee"
Breaking,Bleecker Street,"Abi Damaris Corbin (director/screenplay); Kwame Kwei-Armah (screenplay); John Boyega, Nicole Beharie, Selenis Leyva, Connie Britton, Jeffrey Donovan, Michael K. Williams"
Funny Pages,A24,"Owen Kline (director/screenplay); Daniel Zolghadri, Matthew Maher, Miles Emanuel, Maria Dizzia, Josh Pais"
Honk for Jesus. Save Your Soul.,Focus Features / Monkeypaw Productions / Peacock,"Adamma Ebo (director/screenplay); Regina Hall, Sterling K. Brown, Austin Crute, Conphidance, Nicole Beharie"
Gigi & Nate,Roadside Attractions,"Nick Hamm (director); David Hudgins (screenplay); Marcia Gay Harden, Charlie Rowe, Josephine Langford, Zoe Colletti, Hannah Alligood, Jim Belushi, Diane Ladd"
Wire Room,Lionsgate / Emmett/Furla Oasis,"Matt Eskandari (director); Brandon Stiefer (screenplay); Kevin Dillon, Bruce Willis"
One Way,Saban Films,"Andrew Baird (director); Ben Conway (screenplay); Colson Baker, Kevin Bacon, Travis Fimmel, Drea de Matteo, Storm Reid"
After Ever Happy,Voltage Pictures,"Castille Landon (director); Sharon Soboli (screenplay); Hero Fiennes-Tiffin, Josephine Langford, Louise Lombard, Kiana Madeira, Chance Perdomo, Rob Estes, Carter Jenkins, Arielle Kebbel, Stephen Moyer, Mira Sorvino"
Pinocchio,Disney+ / Walt Disney Pictures / ImageMovers,"Robert Zemeckis (director/screenplay); Chris Weitz (screenplay); Tom Hanks, Benjamin Evan Ainsworth, Joseph Gordon-Levitt, Keegan-Michael Key, Cynthia Erivo, Luke Evans"
Barbarian,20th Century Studios / Regency Enterprises,"Zach Cregger (director/screenplay); Georgina Campbell, Bill Skarsgård, Justin Long"
End of the Road,Netflix / Flavor Unit Entertainment / Twisted Pictures,"Millicent Shelton (director); Christopher J. Moore, David Loughery (screenplay); Queen Latifah, Ludacris, Beau Bridges"
Lifemark,Fathom Events / Kendrick Brothers,"Kevin Peeples (director); Stephen Kendrick, Alex Kendrick, Kevin Peeples (screenplay); Kirk Cameron, Alex Kendrick, Raphael Ruggero"
Flight/Risk,Amazon Studios,"Karim Amer, Omar Mullick (directors)"
Clerks III,Lionsgate / View Askew Productions / SModcast Pictures,"Kevin Smith (director/screenplay); Brian O'Halloran, Jeff Anderson, Trevor Fehrman, Austin Zajur, Jason Mewes, Marilyn Ghigliotti, Rosario Dawson, Kevin Smith"
The Woman King,TriStar Pictures / Entertainment One / TSG Entertainment,"Gina Prince-Bythewood (director); Dana Stevens (screenplay); Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim, Hero Fiennes Tiffin, John Boyega"
See How They Run,Searchlight Pictures / TSG Entertainment,"Tom George (director); Mark Chappell (screenplay); Saoirse Ronan, Sam Rockwell, Adrien Brody, Ruth Wilson, Reece Shearsmith, Harris Dickinson, David Oyelowo"
Blonde,Netflix / Plan B Entertainment,"Andrew Dominik (director/screenplay); Ana de Armas, Adrien Brody, Bobby Cannavale, Xavier Samuel, Julianne Nicholson"
Pearl,A24,"Ti West (director/screenplay); Mia Goth (screenplay); Mia Goth, David Corenswet, Tandi Wright, Matthew Sutherland, Emma Jenkins-Purro"
Do Revenge,Netflix,"Jennifer Kaytin Robinson (director/screenplay); Celeste Ballard (screenplay); Camila Mendes, Maya Hawke, Austin Abrams, Sophie Turner, Sarah Michelle Gellar"
The Silent Twins,Focus Features / Canal+,"Agnieszka Smoczyńska (director); Andrea Seigel (screenplay); Letitia Wright, Tamara Lawrance, Nadine Marshall"
"Confess, Fletch",Paramount Global Content Distribution / Miramax,"Greg Mottola (director/screenplay); Zev Borow (screenplay); Jon Hamm, Marcia Gay Harden, Kyle MacLachlan, Roy Wood Jr., John Slattery"
Moonage Daydream,Neon / BMG / HBO Documentary Films,Brett Morgen (director/screenplay); David Bowie
God's Country,IFC Films / The Film Arcade,"Julian Higgins (director/screenplay); Shaye Ogbonna (screenplay); Thandiwe Newton, Jeremy Bobb, Joris Jarsky, Kai Lennox, Jefferson White, Tanaya Beatty"
Goodnight Mommy,Amazon Studios,"Matt Sobel (director); Kyle Warren (screenplay); Naomi Watts, Cameron Crovetti, Nicholas Crovetti, Peter Hermann"
Running the Bases,UP2U Media,"Marty Roberts, Jimmy Womble (directors/screenplay); Brett Varvel, Gigi Orsillo, Todd Terry, Cameron Arnett"
Jeepers Creepers: Reborn,Screen Media Films,"Timo Vuorensola (director); Sean Michael Argo (screenplay); Sydney Craven, Imran Adams, Jarreau Benjamin, Dee Wallace, Gary Graham"
Don't Worry Darling,Warner Bros. Pictures / New Line Cinema / Vertigo Entertainment,"Olivia Wilde (director); Katie Silberman (screenplay); Florence Pugh, Harry Styles, Olivia Wilde, Gemma Chan, KiKi Layne, Nick Kroll, Chris Pine"
Catherine Called Birdy,Amazon Studios / Working Title Films,"Lena Dunham (director/screenplay); Bella Ramsey, Billie Piper, Andrew Scott, Lesley Sharp, Joe Alwyn, Sophie Okonedo"
Section Eight,RLJE Films / AMC+ / Firebrand,"Christian Sesma(director); Ryan Kwanten, Dolph Lundgren, Dermot Mulroney, Mickey Rourke, Scott Adkins"
Lou,Netflix / Bad Robot Productions,"Anna Foerster (director); Maggie Cohn, Jack Stanley (screenplay); Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Bateman, Matt Craven"
On the Come Up,Paramount Players / Paramount+,"Sanaa Lathan (director); Kay Oyegun (screenplay); Jamila C. Gray, Da'Vine Joy Randolph, Lil Yachty, Mike Epps, Sanaa Lathan, Method Man"
A Jazzman's Blues,Netflix / Tyler Perry Studios,"Tyler Perry (director/screenplay); Joshua Boone, Amirah Vann, Solea Pfeiffer, Austin Scott, Ryan Eggold"
The Munsters,Universal Pictures Home Entertainment / Netflix,"Rob Zombie (director/screenplay); Jeff Daniel Phillips, Sheri Moon Zombie, Daniel Roebuck, Richard Brake, Sylvester McCoy"
Smile,Paramount Pictures / Paramount Players,"Parker Finn (director/screenplay); Sosie Bacon, Jessie T. Usher, Kyle Gallner, Robin Weigert, Caitlin Stasey, Kal Penn, Rob Morgan"
Bros,Universal Pictures / Apatow Productions,"Nicholas Stoller (director/screenplay); Billy Eichner (screenplay); Billy Eichner, Luke Macfarlane, Ts Madison, Monica Raymund, Guillermo Díaz, Guy Branum, Amanda Bearse"
Hocus Pocus 2,Disney+ / Walt Disney Pictures,"Anne Fletcher (director); Jen D'Angelo (screenplay); Bette Midler, Sarah Jessica Parker, Kathy Najimy, Sam Richardson, Doug Jones, Whitney Peak, Belissa Escobedo, Tony Hale, Hannah Waddingham"
The Greatest Beer Run Ever,Apple TV+ / Skydance Media,"Peter Farrelly (director/screenplay); Brian Hayes Currie, Pete Jones (screenplay); Zac Efron, Russell Crowe, Bill Murray"
The Good House,Lionsgate / Roadside Attractions / DreamWorks Pictures / Participant,"Maya Forbes, Wally Wolodarsky (directors/screenplay); Thomas Bezucha (screenplay); Sigourney Weaver, Kevin Kline, Morena Baccarin, Rob Delaney, Beverly D'Angelo"
Luckiest Girl Alive,Netflix / Made Up Stories,"Mike Barker (director); Jessica Knoll (screenplay); Mila Kunis, Finn Wittrock, Scoot McNairy, Chiara Aurelia, Justine Lupe, Thomas Barbusca, Jennifer Beals, Connie Britton"
God's Creatures,A24 / BBC Film / Screen Ireland,"Saela Davis, Anna Rose Holmer (directors); Shane Crowley (screenplay); Emily Watson, Paul Mescal, Aisling Franciosi"
Dead for a Dollar,Quiver Distribution / Myriad Pictures,"Walter Hill (director/screenplay); Christoph Waltz, Willem Dafoe, Rachel Brosnahan, Warren Burke, Benjamin Bratt"
My Best Friend's Exorcism,Amazon Studios / Endeavor Content,"Damon Thomas (director); Jenna Lamia (screenplay); Elsie Fisher, Amiah Miller, Cathy Ang, Rachel Ogechi Kanu"
Hot Take: The Depp/Heard Trial,Tubi / MarVista Entertainment,"Sara Lohman (director); Guy Nicolucci (screenplay); Mark Hapka, Megan Davis, Mellisa Marty, Mary Carrig"
Mr. Harrigan's Phone,Netflix / Blumhouse Productions,"John Lee Hancock (director/screenplay); Jaeden Martell, Donald Sutherland, Joe Tippett, Kirby Howell-Baptiste"
Terrifier 2,Bloody Disgusting / Fuzz on the Lens Productions / Dark Age Cinema,"Damien Leone (director/screenplay); Lauren LaVera, Elliot Fullam, Sarah Voigt, Kailey Hyman, Casey Harnett, David Howard Thornton, Samantha Scaffidi"
"Lyle, Lyle, Crocodile",Columbia Pictures / TSG Entertainment,"Will Speck, Josh Gordon (directors); William Davies (screenplay); Javier Bardem, Constance Wu, Winslow Fegley, Scoot McNairy, Brett Gelman, Shawn Mendes"
Amsterdam,20th Century Studios / Regency Enterprises,"David O. Russell (director/screenplay); Christian Bale, Margot Robbie, John David Washington, Chris Rock, Anya Taylor-Joy, Zoe Saldaña, Mike Myers, Michael Shannon, Timothy Olyphant, Andrea Riseborough, Taylor Swift, Matthias Schoenaerts, Alessandro Nivola, Rami Malek, Robert De Niro"
Tár,Focus Features,"Todd Field (director/screenplay); Cate Blanchett, Noémie Merlant, Nina Hoss, Sophie Kauer, Julian Glover, Allan Corduner, Mark Strong"
Hellraiser,Hulu / Spyglass Media Group,"David Bruckner (director); Ben Collins, Luke Piotrowski (screenplay); Odessa A'zion, Jamie Clayton, Adam Faison, Drew Starkey, Brandon Flynn, Aoife Hinds, Goran Višnjić, Hiam Abbass"
Significant Other,Paramount+ / Paramount Players,"Dan Berk, Robert Olsen (directors/screenplay); Maika Monroe, Jake Lacy"
The Redeem Team,Netflix,"Jon Weinbach (director); LeBron James, Dwyane Wade, Mike Krzyzewski"
Halloween Ends,Universal Pictures / Miramax / Blumhouse Productions / Peacock,"David Gordon Green (director/screenplay); Danny McBride, Paul Brad Logan, Chris Bernier (screenplay); Jamie Lee Curtis, Andi Matichak, James Jude Courtney, Will Patton, Rohan Campbell, Kyle Richards"
Till,Orion Pictures / Eon Productions,"Chinonye Chukwu (director/screenplay); Michael Reilly, Keith Beauchamp (screenplay); Danielle Deadwyler, Jalyn Hall, Kevin Carroll, Frankie Faison, Haley Bennett, Jayme Lawson, Tosin Cole, Sean Patrick Thomas, John Douglas Thompson, Roger Guenveur Smith, Whoopi Goldberg"
Rosaline,Hulu / 20th Century Studios / 21 Laps Entertainment,"Karen Maine (director); Scott Neustadter, Michael H. Weber (screenplay); Kaitlyn Dever, Isabela Merced, Kyle Allen, Bradley Whitford, Minnie Driver"
Raymond & Ray,Apple TV+ / Apple Studios,"Rodrigo García (director/screenplay); Ewan McGregor, Ethan Hawke, Maribel Verdú, Sophie Okonedo"
Stars at Noon,A24 / Arte France Cinema / Canal+,"Claire Denis (director/screenplay); Léa Mysius, Andrew Litvack (screenplay); Margaret Qualley, Joe Alwyn, Benny Safdie, Danny Ramirez, John C. Reilly"
The Curse of Bridge Hollow,Netflix,"Jeff Wadlow (director); Todd Berger, John R. Morey (screenplay); Marlon Wayans, Priah Ferguson, Kelly Rowland, Lauren Lapkus, Rob Riggle, Dave Sheridan, Nia Vardalos"
Bitch Ass,Quiver Distribution,Bill Posley (director/screenplay); Jonathan Colomb (screenplay); Tony Todd
The School for Good and Evil,Netflix / Roth/Kirschenbaum Films,"Paul Feig (director/screenplay); David Magee (screenplay); Sophia Anne Caruso, Sofia Wylie, Laurence Fishburne, Michelle Yeoh, Jamie Flatters, Kit Young, Peter Serafinowicz, Kerry Washington, Charlize Theron"
The Good Nurse,Netflix / Protozoa Pictures / FilmNation Entertainment,"Tobias Lindholm (director); Krysty Wilson-Cairns (screenplay); Jessica Chastain, Eddie Redmayne, Nnamdi Asomugha, Kim Dickens, Noah Emmerich"
V/H/S/99,Shudder / Bloody Disgusting,"Johannes Roberts, Vanessa & Joseph Winter, Maggie Levin, Tyler MacIntyre, Flying Lotus (directors); Luke Mullen, Tyler Lofton, Isabelle Hahn, Verona Blue, Dashiell Derrickson, Tybee Diskin, Steven Ogg, Joseph Winter, Melanie Stone"
Black Adam,Warner Bros. Pictures / New Line Cinema / DC Films / Seven Bucks Productions,"Jaume Collet-Serra (director); Adam Sztykiel, Rory Haines, Sohrab Noshirvani (screenplay); Dwayne Johnson, Aldis Hodge, Noah Centineo, Sarah Shahi, Marwan Kenzari, Quintessa Swindell, Mohammed Amer, Bodhi Sabongui, Pierce Brosnan"
Ticket to Paradise,Universal Pictures / Working Title Films,"Ol Parker (director); Daniel Pipski (screenplay); George Clooney, Julia Roberts, Kaitlyn Dever, Billie Lourd, Maxime Bouttier, Lucas Bravo"
Wendell & Wild,Netflix / Netflix Animation / Gotham Group / Monkeypaw Productions,"Henry Selick (director/screenplay); Jordan Peele (screenplay); Keegan-Michael Key, Jordan Peele, Lyric Ross, Angela Bassett, James Hong, Ving Rhames"
The Banshees of Inisherin,Searchlight Pictures / Blueprint Pictures / Film4,"Martin McDonagh (director/screenplay); Colin Farrell, Brendan Gleeson, Kerry Condon, Barry Keoghan"
My Policeman,Amazon Studios / Berlanti-Schechter Films,"Michael Grandage (director); Ron Nyswaner (screenplay); Harry Styles, Emma Corrin, David Dawson, Linus Roache, Gina McKee, Rupert Everett"
Aftersun,A24 / BBC Film / British Film Institute,"Charlotte Wells (director/screenplay); Paul Mescal, Francesca Corio, Celia Rowlson-Hall"
Detective Knight: Rogue,Lionsgate,"Edward John Drake (director/screenplay); Corey Large (screenplay); Bruce Willis, Lochlyn Munro, Jimmy Jean-Louis"
The Return of Tanya Tucker: Featuring Brandi Carlile,Sony Pictures Classics,"Kathlyn Horan (director); Tanya Tucker, Brandi Carlile"
Armageddon Time,Focus Features,"James Gray (director/screenplay); Anne Hathaway, Jeremy Strong, Banks Repeta, Jaylin Webb, Anthony Hopkins"
Call Jane,Roadside Attractions / Ingenious Media,"Phyllis Nagy (director); Hayley Schore, Roshan Sethi (screenplay); Elizabeth Banks, Sigourney Weaver, Chris Messina, Kate Mara, Wunmi Mosaku, Cory Michael Smith, Grace Edwards, John Magaro"
Causeway,Apple TV+ / A24 / IAC Films / Excellent Cadaver,"Lila Neugebauer (director); Ottessa Moshfegh, Luke Goebel, Elizabeth Sanders (screenplay); Jennifer Lawrence, Brian Tyree Henry, Linda Emond, Jayne Houdyshell, Stephen McKinley Henderson, Russell Harvard"
Prey for the Devil,Lionsgate / Gold Circle Films,"Daniel Stamm (director); Robert Zappia (screenplay); Jacqueline Byers, Colin Salmon, Christian Navarro, Lisa Palfrey, Nicholas Ralph, Ben Cross, Virginia Madsen"
Run Sweetheart Run,Amazon Studios / Blumhouse Productions,"Shana Feste (director/screenplay); Ella Balinska, Pilou Asbæk, Clark Gregg, Aml Ameen, Dayo Okeniyi, Betsy Brandt, Shohreh Aghdashloo"
The Wonder,Netflix / Element Pictures / Screen Ireland,"Sebastián Lelio (director/screenplay); Emma Donoghue, Alice Birch (screenplay); Florence Pugh, Tom Burke, Niamh Algar, Elaine Cassidy, Dermot Crowley, Brían F. O'Byrne, David Wilmot, Ruth Bradley, Caolán Byrne, Josie Walker, Ciarán Hinds, Toby Jones, Kíla Lord Cassidy"
The Independent,Peacock / Relativity Media / Anonymous Content,"Amy Rice (director); Evan Parter (screenplay); Brian Cox, Jodie Turner-Smith, Luke Kirby, Ann Dowd, John Cena, Stephen Lang"
Enola Holmes 2,Netflix / Legendary Pictures,"Harry Bradbeer (director); Jack Thorne (screenplay); Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge, Susie Wokoma, Adeel Akhtar, Sharon Duncan-Brewster, Helena Bonham Carter"
My Father's Dragon,Netflix / Netflix Animation / Cartoon Saloon,"Nora Twomey (director); Meg LeFauve (screenplay); Jacob Tremblay, Gaten Matarazzo, Golshifteh Farahani, Dianne Wiest, Rita Moreno, Chris O'Dowd, Judy Greer, Alan Cumming, Yara Shahidi, Jackie Earle Haley, Whoopi Goldberg, Ian McShane"
Weird: The Al Yankovic Story,The Roku Channel / Funny or Die,"Eric Appel (director/screenplay); ""Weird Al"" Yankovic (screenplay); Daniel Radcliffe, Evan Rachel Wood, Rainn Wilson"
The Estate,Signature Entertainment,"Dean Craig (director/screenplay); Toni Collette, Anna Faris, David Duchovny, Rosemarie DeWitt, Ron Livingston, Keyla Monterroso Mejia, Kathleen Turner"
The Minute You Wake Up Dead,Grindstone Entertainment,"Michael Mailer (director/screenplay); Cole Hauser, Jaimie Alexander, Morgan Freeman"
On the Line,Saban Films,"Romuald Boulanger (director/screenplay); Mel Gibson, Kevin Dillon"
Dear Zoe,Freestyle Digital Media,"Gren Wells (director); Marc Lhormer (screenplay); Sadie Sink, Theo Rossi, Kweku Collins, Jessica Capshaw, Justin Bartha, Vivien Lyra Blair"
Something in the Dirt,XYZ Films,"Justin Benson, Aaron Moorhead (directors); Justin Benson (screenplay); Justin Benson, Aaron Moorhead"
Good Night Oppy,Amazon Studios,Ryan White (director)
