Film,Production,Cast
Killer Elite,Open Road Films,"Gary McKendry (director/screenplay); Matt Sherring (screenplay); Clive Owen, Jason Statham, Robert De Niro, Dominic Purcell, Yvonne Strahovski, Adewale Akinnuoye-Agbaje, Aden Young, Ben Mendelsohn, Matt Nable, Lachy Hulme, Firass Dirani, Nick Tate, Bille Brown, Grant Bowler, Michael Dorman, Andrew Stehlin, Simon Armstrong, Michael Carman, Rodney Afif"
Moneyball,Columbia Pictures / Plan B Entertainment,"Bennett Miller (director); Aaron Sorkin, Steve Zaillian (screenplay); Brad Pitt, Jonah Hill, Robin Wright Penn, Philip Seymour Hoffman, Stephen Bishop, Kathryn Morris, Chris Pratt, Reed Diamond, Brent Jennings, Ken Medlock, Tammy Blanchard, Jack McGee, Vyto Ruginis, Nick Searcy, Glenn Morshower, Casey Bond, Kerris Dorsey, Arliss Howard, Derrin Ebert, Takayo Fischer, Adrian Bellani, Royce Clayton, Spike Jonze, Bobby Kotick, Lisa Guerrero, Joe Satriani, Simon James, Greg Papa, Bob Costas, Tim McCarver, Eddie Frierson, Ed Montague, Johnny Damon, Joe DiMaggio, Lou Gehrig, Jason Giambi, Rudy Giuliani, Babe Ruth"
50/50,Summit Entertainment / Mandate Pictures,"Jonathan Levine (director); Will Reiser (screenplay); Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Sugar Lyn Beard, Yee Jee Tso, Sarah Smyth, Peter Kelamis, Jessica Parker Kennedy, Laura Bertram, Luisa D'Oliveira, Veena Sood, Marie Avgeropoulos, Andrea Brooks, Will Reiser, Stephen Colbert, D.C. Douglas"
Courageous,TriStar Pictures,"Alex Kendrick (director/screenplay); Stephen Kendrick (screenplay); Alex Kendrick, Kevin Downes, Ken Bevel, Ben Davies, Matt Hardwick, Ed Litton"
Dream House,Universal Pictures / Morgan Creek Productions,"Jim Sheridan (director); David Loucka (screenplay); Daniel Craig, Rachel Weisz, Naomi Watts, Marton Csokas, Rachel G. Fox, Elias Koteas, Jane Alexander, Martin Roach, Brian Murray, Claire Geare, Taylor Geare"
Margaret,Fox Searchlight Pictures,"Kenneth Lonergan (director/screenplay); Anna Paquin, J. Smith-Cameron, Matt Damon, Mark Ruffalo, Matthew Broderick, Jean Reno, Jeannie Berlin, Allison Janney, Kieran Culkin, Sarah Steele, John Gallagher Jr., Stephen Adly Guirgis, Betsy Aidem, Jonathan Hadary, T. Scott Cunningham, Josh Hamilton, Rosemarie DeWitt, Olivia Thirlby, Kenneth Lonergan, Michael Ealy, Adam LeFevre, Krysten Ritter, Matthew Bush"
Take Shelter,Sony Pictures Classics,"Jeff Nichols (director/screenplay); Michael Shannon, Jessica Chastain, Shea Whigham, Katy Mixon, Ray McKinnon, LisaGay Hamilton, Kathy Baker, Robert Longstreet"
What's Your Number?,20th Century Fox / Regency Enterprises,"Mark Mylod (director); Jennifer Crittenden, Gabrielle Allan (screenplay); Anna Faris, Chris Evans, Ari Graynor, Blythe Danner, Ed Begley Jr., Oliver Jackson-Cohen, Dave Annable, Heather Burns, Eliza Coupe, Tika Sumpter, Joel McHale, Chris Pratt, Denise Vasi, Zachary Quinto, Mike Vogel, Martin Freeman, Andy Samberg, Thomas Lennon, Anthony Mackie, Ivana Miličević, Aziz Ansari"
George Harrison: Living in the Material World,HBO Films,Martin Scorsese (director); Olivia Harrison
The Ides of March,Columbia Pictures / Cross Creek Pictures,"George Clooney (director/screenplay); Grant Heslov, Beau Willimon (screenplay); Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti, Marisa Tomei, Evan Rachel Wood, Jeffrey Wright, Max Minghella, Jennifer Ehle, Gregory Itzin, Michael Mantell, Rachel Maddow, Chris Matthews, Charlie Rose"
Real Steel,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment,"Shawn Levy (director); John Gatins (screenplay); Hugh Jackman, Kevin Durand, Evangeline Lilly, Anthony Mackie, Dakota Goyo, Olga Fonda, Karl Yune, James Rebhorn, Hope Davis, John Gatins, David Alan Basche, Phil LaMarr"
The Way,Producers Distribution Agency,"Emilio Estevez (director/screenplay); Martin Sheen, Deborah Kara Unger, James Nesbitt, Yorick van Wageningen, Emilio Estevez, Tchéky Karyo, Matt Clark, Renée Estevez, David Alexanian, Spencer Garrett, Ángela Molina, Simón Andreu, Carlos Leal, Antonio Gil"
The Big Year,20th Century Fox,"David Frankel (director); Howard Franklin (screenplay); Jack Black, Steve Martin, Owen Wilson, Rashida Jones, Anjelica Huston, Jim Parsons, Rosamund Pike, JoBeth Williams, Brian Dennehy, Dianne Wiest, Anthony Anderson, Tim Blake Nelson, Joel McHale, Calum Worthy, Veena Sood, Corbin Bernsen, Jesse Moss, Kevin Pollak, Barry Shabaka Henley, Andrew Wilson, Al Roker, John Cleese, June Squibb, Steven Weber"
Footloose,Paramount Pictures / MTV Films / Spyglass Entertainment,"Craig Brewer (director/screenplay); Dean Pitchford (screenplay); Kenny Wormald, Julianne Hough, Andie MacDowell, Dennis Quaid, Miles Teller, Ser'Darius Blain, Patrick John Flueger, Ray McKinnon, Kim Dickens, Brett Rice, Maggie Elizabeth Jones, Josh Warren, Jayson Warner Smith, Mary-Charles Jones, Ziah Colon"
The Skin I Live In,Sony Pictures Classics,"Pedro Almodóvar (director/screenplay); Antonio Banderas, Elena Anaya, Marisa Paredes, Jan Cornet, Roberto Álamo, Blanca Suárez, Susi Sánchez, Bárbara Lennie, Eduard Fernández, Concha Buika"
The Thing,Universal Pictures / Morgan Creek Productions,"Matthijs van Heijningen (director); Ronald D. Moore, Eric Heisserer (screenplay); Mary Elizabeth Winstead, Adewale Akinnuoye-Agbaje, Joel Edgerton, Jonathan Lloyd Walker, Ulrich Thomsen, Eric Christian Olsen, Paul Braunstein, Trond Espen Seim, Jørgen Langhelle, Jan Gunnar Røise, Stig Henrik Hoff, Kristofer Hivju, Carsten Bjørnlund"
Johnny English Reborn,Universal Pictures / StudioCanal / Relativity Media / Working Title Films,"Oliver Parker (director); Hamish McColl, William Davies (screenplay); Rowan Atkinson, Daniel Kaluuya, Rosamund Pike, Dominic West, Gillian Anderson, Richard Schiff, Tim McInnerny, Pik-Sen Lim, Stephen Campbell Moore, Burn Gorman, Togo Igawa, Mark Ivanir, Benedict Wong, Joséphine de La Baume, Rupert Vansittart, Miles Jupp, Ben Miller"
Margin Call,Lionsgate / Roadside Attractions,"J. C. Chandor (director/screenplay); Kevin Spacey, Paul Bettany, Jeremy Irons, Zachary Quinto, Penn Badgley, Simon Baker, Mary McDonnell, Demi Moore, Stanley Tucci, Aasif Mandvi, Ashley Williams, Susan Blackwell, Maria Dizzia, Al Sapienza"
Paranormal Activity 3,Paramount Pictures / Blumhouse Productions,"Henry Joost, Ariel Schulman (directors); Christopher B. Landon (screenplay); Lauren Bittner, Chris Smith, Chloe Csengery, Jessica Tyler Brown, Dustin Ingram, Hallie Foote, Johanna Braddy, Maria Olsen, Katie Featherston, Sprague Grayden, Brian Boland, Bailey Brown"
The Three Musketeers,Summit Entertainment / Constantin Film,"Paul W. S. Anderson (director); Andrew Davies, Alex Litvalk (screenplay); Matthew Macfadyen, Logan Lerman, Ray Stevenson, Luke Evans, Milla Jovovich, Orlando Bloom, Christoph Waltz, Mads Mikkelsen, Gabriella Wilde, James Corden, Juno Temple, Freddie Fox, Til Schweiger, Carsten Nørgaard, Nina Eichinger, Sara Evans"
Martha Marcy May Marlene,Fox Searchlight Pictures,"Sean Durkin (director/screenplay); Elizabeth Olsen, John Hawkes, Sarah Paulson, Hugh Dancy, Brady Corbet, Christopher Abbott, Maria Dizzia, Julia Garner, Louisa Krause, Adam David Thompson, Tobias Segal"
Anonymous,Columbia Pictures / Relativity Media,"Roland Emmerich (director); John Orloff (screenplay); Rhys Ifans, Vanessa Redgrave, Joely Richardson, David Thewlis, Xavier Samuel, Sebastian Armesto, Rafe Spall, Edward Hogg, Jamie Campbell Bower, Derek Jacobi, Sam Reid, Paolo De Vita, Trystan Gravelle, Robert Emms, Tony Way, Alex Hassell, Mark Rylance, Helen Baxendale, Vicky Krieps, John Keogh, Lloyd Hutchinson, Amy Kwolek"
In Time,20th Century Fox / Regency Enterprises,"Andrew Niccol (director/screenplay); Justin Timberlake, Amanda Seyfried, Cillian Murphy, Alex Pettyfer, Vincent Kartheiser, Olivia Wilde, Matt Bomer, Johnny Galecki, Collins Pennie, Ethan Peck, Yaya DaCosta, Rachel Roberts, August Emerson, Sasha Pivovarova, Jesse Lee Soffer, Bella Heathcote, Toby Hemingway, Melissa Ordway, Jessica Parker Kennedy, Jeff Staron, Matt O'Leary, Nick Lashaway, Ray Santiago, Kris Lemche, Laura Ashley Samuels"
Like Crazy,Paramount Vantage,"Drake Doremus (director/screenplay); Ben York Jones (screenplay); Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley, Finola Hughes, Oliver Muirhead, Alex Kingston, Keeley Hazell, Chris Messina, Ben York Jones, Jamie Thomas King"
October Baby,Samuel Goldwyn Films / Provident Films,"Andrew Erwin and Jon Erwin (director/screenplay); Rachel Hendrix, Jason Burkey, John Schneider, Jasmine Guy"
Puss in Boots,Paramount Pictures / DreamWorks Animation,"Chris Miller (director/screenplay); Tom Wheeler (screenplay); Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Mike Mitchell, Guillermo del Toro, Chris Miller, Tom Wheeler, Conrad Vernon, Tom McGrath, Bob Joles, Bob Persichetti, Lara Jill Miller, Joshua Rush"
The Rum Diary,FilmDistrict,"Bruce Robinson (director/screenplay); Johnny Depp, Amber Heard, Aaron Eckhart, Giovanni Ribisi, Michael Rispoli, Richard Jenkins, Amaury Nolasco, Marshall Bell, Bill Smitrovich, Julian Holloway, Karen Austin, Jason Smith, Karimah Westbrook"
Tower Heist,Universal Pictures / Imagine Entertainment,"Brett Ratner (director); Ted Griffin, Jeff Nathanson (screenplay); Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda, Matthew Broderick, Téa Leoni, Michael Peña, Gabourey Sidibe, Judd Hirsch, Stephen McKinley Henderson, Nina Arianda, Marcia Jean Kurtz, James Colby, Željko Ivanek, Robert Downey Sr., Kate Upton, Jessica Szohr, Dwight ""Heavy D"" Myers"
A Very Harold & Kumar 3D Christmas,Warner Bros. Pictures / New Line Cinema / Mandate Pictures,"Todd Strauss-Schulson (director); Jon Hurwitz, Hayden Schlossberg (screenplay); John Cho, Kal Penn, Neil Patrick Harris, Danneel Harris, Paula Garcés, Danny Trejo, Amir Blumenfeld, Elias Koteas, Thomas Lennon, Patton Oswalt, Eddie Kaye Thomas, David Krumholtz, Richard Riehle, Jordan Hinson, John Hoogenakker, Jake Johnson, Bobby Lee, Yasen Peyankov, Melissa Gaston, RZA, Da'Vone McDonald, Brett Gelman, Dana DeLorenzo, David Burtka, Dan Levy"
Immortals,Relativity Media,"Tarsem Singh (director); Charlie Parlapanides, Vlas Parlapanides (screenplay); Henry Cavill, Stephen Dorff, Luke Evans, Isabel Lucas, Kellan Lutz, Freida Pinto, Mickey Rourke, Joseph Morgan, Daniel Sharman, Peter Stebbings, Stephen McHattie, Greg Bryk, Alan van Sprang, John Hurt, Robert Maillet, Kaniehtiio Horn, Ayisha Issa, Corey Sevier, Steve Byers, Mark Margolis"
J. Edgar,Warner Bros. Pictures / Imagine Entertainment,"Clint Eastwood (director); Dustin Lance Black (screenplay); Leonardo DiCaprio, Armie Hammer, Naomi Watts, Josh Lucas, Judi Dench, Ed Westwick"
Jack and Jill,Columbia Pictures / Happy Madison Productions,"Dennis Dugan (director); Steve Koren, Adam Sandler, Robert Smigel (screenplay); Adam Sandler, Katie Holmes, Al Pacino, Eugenio Derbez, Tim Meadows, Santiago Segura, Nick Swardson, Allen Covert, Rohan Chand, Elodie Tougne, Geoff Pierson, Valerie Mahaffey, Gad Elmaleh, Gary Valentine, Kristin Davis, Norm Macdonald, Dana Carvey, David Spade, Jonathan Loughran, Peter Dante, Tyler Spindel, Owen Benjamin, John Farley, Dennis Dugan, Richard Kline, Luis Fernandez-Gil, Ruben Rabasa, George Gray, Manuela Arbeláez, Gwendolyn Osborne, Anna Mathias, Lawrence Tanter, Sadie Sandler, Sunny Sandler, Johnny Depp, Regis Philbin, Dan Patrick, Shaquille O'Neal, Drew Carey, John McEnroe, Christie Brinkley, Bill Romanowski, Michael Irvin, Jared Fogle, Billy Blanks, Vince Offer, Caitlyn Jenner"
Melancholia,Magnolia Pictures,"Lars von Trier (director/screenplay); Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård, John Hurt, Udo Kier, Charlotte Rampling, Jesper Christensen, Stellan Skarsgård, Brady Corbet, Cameron Spurr"
The Descendants,Fox Searchlight Pictures,"Alexander Payne (director/screenplay); Nat Faxon, Jim Rash (screenplay); George Clooney, Shailene Woodley, Beau Bridges, Judy Greer, Matthew Lillard, Robert Forster, Amara Miller, Nick Krause, Patricia Hastie, Mary Birdsong, Rob Huebel, Milt Kogan, Laird Hamilton, Michael Ontkean, Matt Corboy"
Happy Feet Two,Warner Bros. Pictures / Village Roadshow Pictures,"George Miller (director/screenplay); Gary Eck, Warren Coleman, Paul Livingston (screenplay); Elijah Wood, Robin Williams, Hank Azaria, Brad Pitt, Matt Damon, Pink, Sofía Vergara, Common, Hugo Weaving, Richard Carter, Magda Szubanski, Anthony LaPaglia, Ava Acres, Meibh Campbell, Benjamin ""Lil' P-Nut"" Flores Jr., E.G. Daily, Danny Mann, Carlos Alazraqui, Johnny A. Sanchez, Lombardo Boyar, Jeff Garcia, Lee Perry, Roger Narayan, Gary Eck, Robin Atkin Downes, Sarah Aubrey, Catherine Cavadini, Rob Coleman, Mason Vale Cotton, John DeMita, Charlie Finn, Pat Fraley, Moira Quirk"
The Twilight Saga: Breaking Dawn – Part 1,Summit Entertainment,"Bill Condon (director); Melissa Rosenberg (screenplay); Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Kellan Lutz, Jackson Rathbone, Nikki Reed, Gil Birmingham, Anna Kendrick, Michael Welch, Christian Serratos, Justin Chon, Sarah Clarke, Julia Jones, Booboo Stewart, MyAnna Buring, Maggie Grace, Casey LaBow, Michael Sheen, Jamie Campbell Bower, Christopher Heyerdahl, Chaske Spencer, Mackenzie Foy, Christian Camargo, Mía Maestro, Olga Fonda, Stephenie Meyer"
A Dangerous Method,Sony Pictures Classics,"David Cronenberg (director); Christopher Hampton (screenplay); Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel, Sarah Gadon, André Hennicke, Arndt Schwering-Sohnrey"
Arthur Christmas,Columbia Pictures / Sony Pictures Animation / Aardman Animations,"Sarah Smith (director/screenplay); Barry Cook (director); Peter Baynham (screenplay); James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Marc Wootton, Laura Linney, Eva Longoria, Ramona Marquez, Michael Palin, Jerry Lambert, Ryan Patrick Donohue, Sanjeev Bhaskar, Robbie Coltrane, Joan Cusack, Rhys Darby, Jane Horrocks, Iain McKee, Andy Serkis, Dominic West, Rich Fulcher, Kris Pearn, Kevin Cecil, Stewart Lee, Peter Baynham, Danny John-Jules, Adam Tandy, Bronagh Gallagher, Kevin Eldon, Cody Cameron, Emma Kennedy"
Hugo,Paramount Pictures / GK Films,"Martin Scorsese (director); John Logan (screenplay); Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Jude Law, Ray Winstone, Emily Mortimer, Helen McCrory, Michael Stuhlbarg, Christopher Lee, Frances de la Tour, Richard Griffiths, Kevin Eldon, Gulliver McGrath, Angus Barnett, Ben Addis, Michael Pitt, Martin Scorsese, Brian Selznick"
The Muppets,Walt Disney Pictures,"James Bobin (director); Jason Segel, Nicholas Stoller (screenplay); Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Jack Black, Zach Galifianakis, Jim Parsons, Ken Jeong, Alan Arkin, Bill Cobbs, Eddie Pepitone, Kristen Schaal, Eddie ""Piolín"" Sotelo, Donald Glover, Sarah Silverman, Aria Noelle Curzon, Kermit the Frog, Miss Piggy, Fozzie Bear, Walter, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz, Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Tyler Bunch, Bruce Lanoil, Alice Dinnean, Michelan Sisti, Emily Blunt, James Carville, Leslie Feist, Whoopi Goldberg, Selena Gomez, Dave Grohl, Neil Patrick Harris, Judd Hirsch, John Krasinski, Rico Rodriguez, Mickey Rooney, David Bobin"
My Week with Marilyn,The Weinstein Company,"Simon Curtis (director); Adrian Hodges (screenplay); Michelle Williams, Kenneth Branagh, Eddie Redmayne, Emma Watson, Judi Dench, Dominic Cooper, Philip Jackson, Derek Jacobi, Toby Jones, Michael Kitchen, Julia Ormond, Simon Russell Beale, Dougray Scott, Zoë Wanamaker"
The Artist,The Weinstein Company,"Michel Hazanavicius (director/screenplay); Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Missi Pyle, Penelope Ann Miller, Malcolm McDowell, Bitsie Tulloch, Beth Grant, Ed Lauter, Jen Lilley, Nina Siemaszko, Jewel Shepard, Basil Hoffman, Ben Kurland, Ken Davitian, Bill Fagerbakke, Stuart Pankin, Ezra Buzzington, Andy Milder, Bob Glouberman, Tim DeZarn, Uggie"
Shame,Fox Searchlight Pictures,"Steve McQueen (director/screenplay); Abi Morgan (screenplay); Michael Fassbender, Carey Mulligan, James Badge Dale, Nicole Beharie, Amy Hargreaves, Hannah Ware, Robert Montano, Alex Manette, Lucy Walters, Elizabeth Masucci"
Tinker Tailor Soldier Spy,Focus Features / StudioCanal / Working Title Films,"Tomas Alfredson (director); Bridget O'Connor, Peter Straughan (screenplay); Gary Oldman, Colin Firth, Tom Hardy, John Hurt, Toby Jones, Mark Strong, Ciarán Hinds, Benedict Cumberbatch, David Dencik, Stephen Graham, Simon McBurney, Kathy Burke, Roger Lloyd-Pack, Svetlana Khodchenkova, Konstantin Khabensky, Michael Sarne, Katrina Vasilieva, John le Carré"
Catch .44,Anchor Bay Films,"Aaron Harvey (director); Aaron Harvey (screenplay); Forest Whitaker, Bruce Willis, Malin Åkerman, Nikki Reed, Deborah Ann Woll, Shea Whigham, Brad Dourif"
New Year's Eve,Warner Bros. Pictures / New Line Cinema,"Garry Marshall (director); Katherine Fugate (screenplay); Halle Berry, Jessica Biel, Jon Bon Jovi, Abigail Breslin, Chris 'Ludacris' Bridges, Robert De Niro, Josh Duhamel, Zac Efron, Héctor Elizondo, Katherine Heigl, Ashton Kutcher, Seth Meyers, Lea Michele, Sarah Jessica Parker, Michelle Pfeiffer, Til Schweiger, Hilary Swank, Sofía Vergara, Allison Janney, Jake T. Austin, James Belushi, Matthew Broderick, Cary Elwes, Carla Gugino, Cherry Jones, John Lithgow, Joey McIntyre, Katherine McNamara, Alyssa Milano, Russell Peters, Sarah Paulson, Nat Wolff, Common, Michael Bloomberg, Ryan Seacrest"
The Sitter,20th Century Fox,"David Gordon Green (director); Brian Gatewood, Alessandro Tanaka (screenplay); Jonah Hill, Sam Rockwell, Ari Graynor, Max Records, J.B. Smoove, Landry Bender, Kylie Bunbury, Samira Wiley, Alex Wolff, Cliff ""Method Man"" Smith, Erin Daniels, D.W. Moffett, Jessica Hecht, Bruce Altman, Nicky Katt, Jack Krizmanich, Sean Patrick Doyle, Kevin Hernandez, Grace Aronds, Jane Aronds, Gracie Lawrence"
We Need to Talk About Kevin,Oscilloscope Laboratories,"Lynne Ramsay (director/screenplay); Rory Kinnear (screenplay); Tilda Swinton, John C. Reilly, Ezra Miller, Ashley Gerasimovich, Siobhan Fallon Hogan, Jasper Newell, Alex Manette, Rocky Duer"
Young Adult,Paramount Pictures / Mandate Pictures,"Jason Reitman (director); Diablo Cody (screenplay); Charlize Theron, Patrick Wilson, Patton Oswalt, Elizabeth Reaser, Collette Wolfe, Jill Eikenberry, Mary Beth Hurt, Louisa Krause, Hettienne Park, J.K. Simmons"
Alvin and the Chipmunks: Chipwrecked,20th Century Fox / Fox 2000 Pictures / Regency Enterprises,"Mike Mitchell (director); Jonathan Aibel, Glenn Berger (screenplay); Jason Lee, David Cross, Jenny Slate, Justin Long, Matthew Gray Gubler, Jesse McCartney, Christina Applegate, Anna Faris, Amy Poehler, Ross Bagdasarian Jr., Steve Vining, Alan Tudyk, Janice Karman, Andy Buckley, Tucker Albrizzi, Phyllis Smith"
Carnage,Sony Pictures Classics,"Roman Polanski (director/screenplay); Yasmina Reza (screenplay); John C. Reilly, Jodie Foster, Christoph Waltz, Kate Winslet"
Mission: Impossible – Ghost Protocol,Paramount Pictures / Skydance Productions / Bad Robot Productions,"Brad Bird (director); Josh Appelbaum, André Nemec (screenplay); Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton, Michael Nyqvist, Vladimir Mashkov, Josh Holloway, Anil Kapoor, Léa Seydoux, Samuli Edelmann, Ivan Shvedoff, Pavel Kříž, Miraj Grbić, Ilia Volok, Tom Wilkinson, Ving Rhames, Michelle Monaghan"
Sherlock Holmes: A Game of Shadows,Warner Bros. Pictures / Village Roadshow Pictures / Silver Pictures,"Guy Ritchie (director); Kieran Mulroney, Michele Mulroney (screenplay); Robert Downey Jr., Jude Law, Jared Harris, Eddie Marsan, Noomi Rapace, Stephen Fry, Geraldine James, Rachel McAdams, Kelly Reilly"
The Adventures of Tintin,Paramount Pictures / Nickelodeon Movies / Amblin Entertainment / WingNut Films,"Steven Spielberg (director); Steven Moffat, Edgar Wright, Joe Cornish (screenplay); Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Mackenzie Crook, Toby Jones, Gad Elmaleh, Cary Elwes, Tony Curran, Enn Reitel"
The Girl with the Dragon Tattoo,Columbia Pictures / Metro-Goldwyn-Mayer,"David Fincher (director); Steve Zaillian (screenplay); Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright Penn, Yorick van Wageningen, Joely Richardson"
In the Land of Blood and Honey,FilmDistrict,"Angelina Jolie (director/screenplay); Zana Marjanović, Goran Kostić, Rade Šerbedžija"
We Bought a Zoo,20th Century Fox / Vinyl Films,"Cameron Crowe (director); Aline Brosh McKenna (screenplay); Matt Damon, Thomas Haden Church, Scarlett Johansson, John Michael Higgins, Patrick Fugit, Elle Fanning"
The Darkest Hour,Summit Entertainment / 20th Century Fox / Regency Enterprises,"Chris Gorak (director); Les Bohem, Jon Spaihts (screenplay); Emile Hirsch, Olivia Thirlby, Rachael Taylor, Max Minghella"
Extremely Loud and Incredibly Close,Warner Bros. Pictures,"Stephen Daldry (director); Eric Roth (screenplay); Tom Hanks, Sandra Bullock, Thomas Horn, Max von Sydow, Viola Davis, John Goodman, Jeffrey Wright"
War Horse,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment / Amblin Entertainment / The Kennedy/Marshall Company,"Steven Spielberg (director); Lee Hall, Richard Curtis (screenplay); Jeremy Irvine, Emily Watson, David Thewlis, Niels Arestrup, Tom Hiddleston, Toby Kebbell, Peter Mullan, Patrick Kennedy"
Pariah,Focus Features,"Dee Rees (director/screenplay); Adepero Oduye, Aasha Davis, Kim Wayans"
The Iron Lady,The Weinstein Company / Pathé / Film4 Productions / UK Film Council / Goldcrest Films,"Phyllida Lloyd (director); Abi Morgan (screenplay); Meryl Streep, Jim Broadbent, Anthony Stewart Head, Richard E. Grant"
A Separation,Sony Pictures Classics,"Asghar Farhadi (director/screenplay); Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat"
