Film,Production,Cast
Paramount Pictures,"Jonathan Demme (director); Daniel Pyne, Dean Georgaris (screenplay); Denzel Washington, Meryl Streep, Liev Schreiber, Jon Voight, Kimberly Elise, Ted Levine, Vera Farmiga, Jeffrey Wright, Simon McBurney, Bruno Ganz, Ann Dowd, Miguel Ferrer, Dean Stockwell, Charles Napier, Jude Ciccolella, Tom Stechschulte, Pablo Schreiber, Anthony Mackie, Robyn Hitchcock, Obba Babatundé, Željko Ivanek, John Bedford Lloyd, Al Franken, Sidney Lumet, Anna Deavere Smith, Roy Blount, Jr., Fab Five Freddy, Roger Corman, Beau Sia, Gayle King",Thriller
Universal Pictures / StudioCanal / Working Title Films,"Jonathan Frakes (director); William Osborne, Michael McCullers (screenplay); Brady Corbet, Bill Paxton, Anthony Edwards, Ben Kingsley, Vanessa Anne Hudgens, Sophia Myles, Ron Cook, Philip Winchester, Lex Shrapnel, Dominic Colenso, Harvey Virdi, Deobia Oparei, Rose Keegan, Soren Fulton, Ben Torgersen, Bhasker Patel","Science fiction, Action, Adventure, Teen, Family"
Touchstone Pictures / Blinding Edge Pictures,"M. Night Shyamalan (director/screenplay); Joaquin Phoenix, Bryce Dallas Howard, Adrien Brody, Sigourney Weaver, William Hurt, Brendan Gleeson, Judy Greer, Cherry Jones, Celia Weston, Frank Collison, Jayne Atkinson, Fran Kranz, Michael Pitt, Jesse Eisenberg, M. Night Shyamalan, Charlie Hofheimer, Liz Stauber, Joey Anaya, Kevin Foster","Thriller, Mystery"
Columbia Pictures / Revolution Studios,"Nick Hurran (director); Melissa Carter, Elisa Bell (screenplay); Brittany Murphy, Holly Hunter, Ron Livingston, Julianne Nicholson, Stephen Tobolowsky, Kathy Bates, Kevin Sussman, Rashida Jones, Josie Maran, Dan Benson, Dave Annable, Sharon Lawrence, Gavin Rossdale, Yvette Nicole Brown, Marshall Allman, Ben Ziff, Johnny Pacar, Carly Simon","Romance, Comedy"
Lions Gate Films,"Chris Kentis (director/screenplay); Blanchard Ryan, Daniel Travis","Horror, Drama"
Buena Vista Television,"Duwayne Dunham (director); Anna Sandor, Bruce Graham (screenplay): Hayden Panettiere, Bill Pullman, Bianca Collins, Mehcad Brooks, Jansen Panettiere, Lisa Dean Ryan, Troy Evans, Ty O'Neal, Chris Ellis, Gary Weeks, Barbara Niven, Jennette McCurdy, Mark Christopher Lawrence, Nathaniel Lee, Jr., Mercedes Colon, E. Matthew Buckley, Ben Schenk, Lee Otts","Drama, Family"
Warner Bros. Pictures / 4Kids Entertainment,"Hatsuki Tsuji (director); Junki Takegami, Yoshihiko Masahiro Kubo, Michael Pecerlello, Norman J. Grossfeld (screenplay); Dan Green, Eric Stuart, Wayne Grayson, Frank Frankson, Amy Birnbaum, Tara Jayne, Maddie Blaustein, Darren Dunstan, Scottie Ray","Action, Fantasy, Family"
Paramount Pictures,"Steven Brill (director); Jay Leggett, Mitch Rouse (screenplay); Seth Green, Matthew Lillard, Dax Shepard, Bonnie Somerville, Ethan Suplee, Abraham Benrubi, Ray Baker, Rachel Blanchard, Burt Reynolds, Christina Moore, Antony Starr, Scott Adsit, Danielle Cormack, Bart the Bear 2",Comedy
Triumph Films,"Bob Clark (director); Gregory Poppen (screenplay); Jon Voight, Scott Baio, Vanessa Angel, Peter Wingfield, Justin Chatwin, Skyler Shaye, Leo, Gerry and Myles Fitzgerald, Shaun Sipos, Thomas Kretschmann, Stefanie von Pfetten, Dagmar Midcap, Whoopi Goldberg, Max and Michael Iles, Jared and Jordan Scheideman, Maia and Keana Bastidas, Joshua and Maxwell Lockhart, Anastasia Trovato, Devin Douglas Drewitz, Jessica Amlee, Alfonso Quijada","Sci-Fi, Family, Comedy"
Paramount Pictures / Intermedia,"E. Elias Merhige (director); Zak Penn, Billy Ray (screenplay); Aaron Eckhart, Ben Kingsley, Carrie-Anne Moss, Kevin Chamberlin, Harry Lennix",Thriller
Focus Features,"Mira Nair (director); Matthew Faulk, Mark Skeet, Julian Fellowes (screenplay); Reese Witherspoon, Eileen Atkins, Jim Broadbent, Gabriel Byrne, Romola Garai, Bob Hoskins, Rhys Ifans, James Purefoy, Jonathan Rhys Meyers, Sophie Hunter, Geraldine McEwan, Douglas Hodge, Natasha Little, John Woodvine, Barbara Leigh-Hunt, Nicholas Jones, Sian Thomas, Trevor Cooper, Kelly Hunter, Camilla Rutherford, Alexandra Staden, Tony Maudsley, John Franklyn-Robbins, Deborah Findlay, Daniel Hay, Tom Sturridge, Kathryn Drysdale, Ruth Sheen, Richard McCabe, Gledis Cinque, William Melling",Drama
20th Century Fox / Icon Productions,"Paul Abascal (director); Forrest Smith (screenplay); Cole Hauser, Robin Tunney, Dennis Farina, Daniel Baldwin, Tom Sizemore, Tom Hollander, Kevin Gage, Forry Smith, Donal Gibson, Mel Gibson, Chris Rock, Vince Vaughn, Matthew McConaughey, Blake Michael Bryan",Action
Sony Pictures Classics / Columbia Pictures Film Production Asia,"He Ping (director); He Ping, Zhang Rui (screenplay); Jiang Wen, Kiichi Nakai, Wang Xueqi, Zhao Wei, Hasi Bagen","Action, Adventure"
Metro-Goldwyn-Mayer / Lakeshore Entertainment,"Paul McGuigan (director); Brandon Boyce (screenplay); Josh Hartnett, Rose Byrne, Matthew Lillard, Diane Kruger, Jessica Paré, Christopher Cousins","Drama, Mystery"
Warner Independent Pictures,"Gregory Jacobs (director/screenplay); Mike Lowry (screenplay); John C. Reilly, Diego Luna, Maggie Gyllenhaal, Maeve Quinlan, Peter Mullan, Jonathan Tucker, Ellen Geer, Malik Yoba, Laura Ceron, Zitto Kazann",Crime
Screen Gems,"Alexander Witt (director); Paul W. S. Anderson (screenplay); Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann, Jared Harris, Mike Epps, Sophie Vavasseur, Iain Glen, Razaaq Adoti, Sandrine Holt, Zack Ward, Matthew G. Taylor","Science fiction, Action, Horror"
Paramount Pictures / Brooklyn Films / Filmauro,"Kerry Conran (director/screenplay); Gwyneth Paltrow, Jude Law, Angelina Jolie, Giovanni Ribisi, Michael Gambon, Bai Ling, Omid Djalili, Laurence Olivier, Julian Curry, Trevor Baxter, Peter Law, Khan Bonfils","Science fiction, Action, Adventure"
Universal Pictures / StudioCanal / Working Title Films,"Richard Loncraine (director); Adam Brooks, Jennifer Flackett, Mark Levin (screenplay); Kirsten Dunst, Paul Bettany, Sam Neill, Jon Favreau, James McAvoy, Bernard Hill, Eleanor Bron, Celia Imrie, Nikolaj Coster-Waldau, Austin Nichols, Kirsten Taylor Montjoy Hunter, Robert Lindsay, Martin Wimbush, Cecilia Dazzi, Dominic Inglot, Vikas Punna, Beti Sekulovski, Murphy Jensen, Alun Jones, Rebecca Dandeniya, John McEnroe, Chris Evert, Mary Carillo, John Barrett","Romance, Comedy, Sports"
Georges Bataille's Story of the Eye,ARM/Cinema 25,"Andrew Repasky McElhinney (director/co-screenplay); Melissa Elizabeth Forgione, Querelle Haynes, Sean Timothy Sexton, Courtney Shea, Claude Barrington While"
Columbia Pictures / Revolution Studios,"Joseph Ruben (director); Gerald Di Pego (screenplay); Julianne Moore, Dominic West, Gary Sinise, Alfre Woodard, Anthony Edwards, Jessica Hecht, Linus Roache, Lee Tergesen, Felix Solis, Robert Ray Wisdom, Tim Kang, Susan Misner, Ann Dowd, Kathryn Faughnan, J. Tucker Smith, Christopher Kovaleski","Science fiction, Thriller"
Touchstone Pictures / Mandeville Films,"Jeff Nathanson (director/screenplay); Matthew Broderick, Alec Baldwin, Toni Collette, Calista Flockhart, Ray Liotta, Tim Blake Nelson, James Rebhorn, Tony Shalhoub, Stanley Anderson, W. Earl Brown, Ian Gomez, Buck Henry, Evan Jones, Tom McCarthy, Glenn Morshower, Jon Polito, Troy Winbush, Russell Means, Pat Morita, Joan Cusack, Robert Evans, Judy Greer, Eric Roberts, Shoshannah Stern","Action, Comedy"
The Motorcycle Diaries,"Focus Features / FilmFour / BD Cine / Wildwood Enterprises, Inc.","Walter Salles (director); José Rivera (screenplay); Gael García Bernal, Rodrigo de la Serna, Mía Maestro, Mercedes Morán, Jean Pierre Noher, Facundo Espinosa, Sergio Boris, Brandon Cruz, Alberto Granado, Lucas Oro, Marina Glezer, Sofia Bertolotto, Franco Solazzi, Ricardo Díaz Mourelle, Daniel Cargieman, Diego Giorzi, Gustavo Bueno, Matías Strafe"
Rogue Pictures / StudioCanal / Working Title Films,"Edgar Wright (director/screenplay); Simon Pegg (screenplay); Simon Pegg, Kate Ashfield, Lucy Davis, Nick Frost, Dylan Moran, Bill Nighy, Penelope Wilton, Jessica Stevenson, Peter Serafinowicz, Rafe Spall, Martin Freeman, Reece Shearsmith, Tamsin Greig, Julia Deakin, Matt Lucas","Comedy, Horror"
Touchstone Pictures / Beacon Pictures / Casey Silver Productions,"Jay Russell (director); Lewis Colick (screenplay); Joaquin Phoenix, John Travolta, Jacinda Barrett, Morris Chestnut, Robert Patrick, Balthazar Getty, Billy Burke, Tim Guinee, Kevin Chapman, Jay Hernandez, Kevin Daniels, Steve Maye, Robert Logan Lewis, Spencer Berglund, Brooke Hamlin, Sam Stockdale, Paul Novak Jr., Martin O'Malley",Drama
DreamWorks Animation,"Rob Letterman (director/screenplay); Bibo Bergeron, Vicky Jenson (directors); Michael J. Wilson (screenplay); Will Smith, Jack Black, Robert De Niro, Renée Zellweger, Angelina Jolie, Martin Scorsese, Ziggy Marley, Doug E. Doug, Michael Imperioli, Vincent Pastore, Peter Falk, Katie Couric, David Soren, Bobb'e J. Thompson, Phil LaMarr, Jenifer Lewis, David P. Smith","Comedy, Family"
Universal Pictures / Imagine Entertainment,"Peter Berg (director/screenplay); David Aaron Cohen (screenplay); Billy Bob Thornton, Derek Luke, Jay Hernandez, Lucas Black, Garrett Hedlund, Tim McGraw, Lee Thompson Young, Connie Britton, Amber Heard, Julius Tennon, Connie Cooper, Stephen Bishop, Christian Kane, Brad Leland, Roy Williams, Aqib Talib, Ty Law, Boobie Miles","Drama, Sports"
Disney Channel,"Mark A.Z. Dippé (director); Paul Bernbaum, Daniel Berendsen (screenplay); Debbie Reynolds, Kimberly J. Brown, Judith Hoag, Joey Zimmerman, Lucas Grabeel, Olesya Rulin, Finn Wittrock, Clifton Davis, Frank Welker, Emily Roeske, Michael Flynn, Eliana Reyes, Todd Michael Schwartzman, Jesse Harward, Clayton Taylor, Bob Lanoue, Jeff Olson, Frank Gerrish, Mowava Pryor, Aaron Justesen","Comedy, Family, Fantasy"
New Line Cinema / FilmEngine,"Sean McNamara (director); Sam Schreiber (screenplay); Hilary Duff, Oliver James, Jason Ritter, Dana Davis, Kat Dennings, Rita Wilson, David Keith, Rebecca De Mornay, John Corbett, Lauren C. Mayhew, Johnny Lewis, Davida Williams, Fred Meyers, James Avery, Robert Trebor, Gibby Brand, Three Days Grace","Drama, Teen, Musical"
Lions Gate Entertainment,"Omar Naim (director/screenplay); Robin Williams, Mira Sorvino, Jim Caviezel, Mimi Kuzyk, Stephanie Romanov, Genevieve Buechner, Brendan Fletcher, Joely Collins, Christopher Britton, Thom Bishops, Michael St. John Smith","Sci-Fi, Thriller"
Miramax Films,"Peter Chelsom (director); Audrey Wells (screenplay); Richard Gere, Jennifer Lopez, Susan Sarandon, Stanley Tucci, Lisa Ann Walter, Richard Jenkins, Bobby Cannavale, Omar Benson Miller, Mýa Harrison, Ja Rule, Nick Cannon, Anita Gillette, Tamara Hope, Stark Sands, Karina Smirnoff, Tony Dovolani, Cesar Corrales, Slavik Kryklyvyy","Romance, Comedy, Drama"
Paramount Pictures,"Trey Parker (director/screenplay); Matt Stone, Pam Brady (screenplay); Trey Parker, Matt Stone, Kristen Miller, Masasa, Daran Norris, Phil Hendrie, Maurice LaMarche, Jeremy Shada, Fred Tatasciore, Scott Land, Chelsea Marguerite, Tony Urbano, Greg Ballora, Adrian Connon McDonald",Comedy
Fox Searchlight Pictures,"Alexander Payne (director/screenplay); Jim Taylor (screenplay); Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke, Jessica Hecht, Missy Doty, M. C. Gainey, Alysia Reiner, Shake Tukhmanyan, Shaun Duke, Stephanie Faracy, Joe Marinelli","Comedy, Drama"
DreamWorks Pictures,"Mike Mitchell (director); Deborah Kaplan, Harry Elfont, Jeffrey Ventimilia, Joshua Sternin (screenplay); Ben Affleck, James Gandolfini, Christina Applegate, Catherine O'Hara, Josh Zuckerman, Bill Macy, Jennifer Morrison, Udo Kier, David Selby, Stephanie Faracy, Stephen Root, Sy Richardson, Tangie Ambrose, Peter Jason, Phill Lewis, Sean Marquette, Sonya Eddy, Tom Kenny, Ray Buffer, Hailey Noelle Johnson",Comedy
Fine Line Features,"Mike Leigh (director/screenplay); Imelda Staunton, Richard Graham, Eddie Marsan, Anna Keaveney, Sally Hawkins, Alex Kelly, Daniel Mays, Phil Davis, Sandra Voe, Adrian Scarborough, Heather Craney, Ruth Sheen, Lesley Sharp, Liz White, Peter Wight, Martin Savage, Jim Broadbent, Simon Chandler, Lesley Manville, Marion Bailey",Drama
Universal Pictures / Bristol Bay Productions,"Taylor Hackford (director); James L. White (screenplay); Jamie Foxx, Kerry Washington, Clifton Powell, Aunjanue Ellis, Harry Lennix, Terrence Howard, Larenz Tate, Richard Schiff, Regina King, Bokeem Woodbine, Sharon Warren, Curtis Armstrong, Wendell Pierce, Chris Thomas King, David Krumholtz, Kurt Fuller, Warwick Davis, Patrick Bauchau, Robert Ray Wisdom, Denise Dowse","Biography, Musical, Drama"
Lions Gate Films / Twisted Pictures,"James Wan (director/screenplay); Leigh Whannell (screenplay); Cary Elwes, Danny Glover, Monica Potter, Michael Emerson, Ken Leung, Tobin Bell, Dina Meyer, Shawnee Smith, Leigh Whannell, Mike Butters, Paul Gutrecht, Makenzie Vega, Ned Bellamy, Alexandra Bokyun Chun, Oren Koules, Benito Martinez",Psychological Horror
Lions Gate Films,"Richard Eyre (director); Jeffrey Hatcher (screenplay); Billy Crudup, Claire Danes, Rupert Everett, Zoë Tapper, Tom Wilkinson, Richard Griffiths, Hugh Bonneville, Ben Chaplin, Edward Fox, Alice Eve, Stephen Marcus, Tom Hollander","Romance, Period, Drama"
Paramount Classics / @radical.media,"Patrick Paulson, Michael John Warren (directors); Jay-Z, Beyoncé Knowles, Mary J. Blige, Foxy Brown, Diddy, Damon Dash, Missy Elliott, R. Kelly, Usher, Fonzworth Bentley, Memphis Bleek, Michael Buffer, Common, Freeway, Funkmaster Flex, Ghostface Killah, Mike D, Q-Tip, Questlove, Slick Rick, Rick Rubin, Afeni Shakur, Beanie Sigel, Timbaland, Twista, Voletta Wallace, Kanye West, Pharrell Williams, Jaguar Wright",Documentary
Walt Disney Pictures / Pixar Animation Studios,"Brad Bird (director/screenplay); Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee, Elizabeth Peña, Sarah Vowell, Spencer Fox, Brad Bird, Wallace Shawn, Bud Luckey, Teddy Newton, Jean Sincere, Lou Romano, John Ratzenberger, Mark Andrews, Ollie Johnston, A.J. Riebli, Nicholas Bird, Brad Lewis, Stephen Schaffer, Pete Docter, Peter Sohn, Bob Peterson, Andrew Stanton, Jeff Pidgeon, Frank Thomas, Pamela Gaye Walker, Joe Ranft, Michael Bird, Dominique Lewis, Bret Parker, Kimberly Adair Clark, Eli Fucile, Maeve Andrews",Family
Miramax Films,"Marc Forster (director); David Magee (screenplay); Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell, Dustin Hoffman, Freddie Highmore, Nick Roud, Joe Prospero, Luke Spill, Ian Hart, Oliver Fox, Mackenzie Crook, Kelly Macdonald, Angus Barnett, Toby Jones, Kate Maberly, Matt Green, Catrin Rhys, Tim Potter, Jane Booker, Eileen Essell, Jimmy Gardner, Paul Whitehouse, Murray McArthur","Biography, Drama"
Kinsey,Fox Searchlight Pictures,"Bill Condon (director/screenplay); Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard, Timothy Hutton, John Lithgow, Tim Curry, Oliver Platt, Dylan Baker, William Sadler, John McMartin, John Krasinski, Lynn Redgrave, Julianne Nicholson, Veronica Cartwright, Kathleen Chalfant, Heather Goldenhersh, David Harbour, Luke MacFarlane, Benjamin Walker, Will Denton, Judith J.K. Polson, Leigh Spofford, Jenna Gavigan, Bill Buell, Matthew Fahey"
Rogue Pictures,"Don Mancini (director/screenplay); Brad Dourif, Jennifer Tilly, Billy Boyd, Redman, Hannah Spearritt, Steve Lawton, John Waters, Jason Flemyng, Tony Gardner, Keith-Lee Castle, Rebecca Santos, Betty Simons-Denville, Simon James Morgan, Stephanie Chambers, Paul Grossman, Nadia Dina Ariqat, Beans El-Balawi, Kristina Hewitt","Slasher, Comedy"
Walt Disney Pictures / Jerry Bruckheimer Films,"Jon Turteltaub (director); Jim Kouf, Cormac Wibberley, Marianne Wibberley (screenplay); Nicolas Cage, Jon Voight, Sean Bean, Diane Kruger, Justin Bartha, Harvey Keitel, Christopher Plummer, Jack Koenig, David Dayan Fisher, Stewart Finlay-McLennan, Oleg Taktarov, Stephen Pope, Annie Parisse, Mark Pellegrino, Armando Riesco, Erik King, Hunter Gomez, Jason Earles","Action, Adventure"
Paramount Pictures / Nickelodeon Movies / United Plankton Pictures,"Stephen Hillenburg (director/screenplay); Derek Drymon, Tim Hill, Kent Osborne, Aaron Springer, Paul Tibbitt (screenplay); Tom Kenny, Bill Fagerbakke, Clancy Brown, Rodger Bumpass, Mr. Lawrence, Jill Talley, Carolyn Lawrence, Mary Jo Catlett, Jeffrey Tambor, Scarlett Johansson, Alec Baldwin, David Hasselhoff, Henry Kingi, Mageina Tovah, Todd Duffey, Dee Bradley Baker, Sirena Irwin, Lori Alan, Tom Wilson, Carlos Alazraqui, Joshua Seth, Tim Blaney, Derek Drymon, Aaron Springer, Neil Ross, Stephen Hillenburg, Michael Patrick Bell, Jim Wise, Bart McCarthy","Comedy, Adventure, Family"
Columbia Pictures / Revolution Studios / 1492 Pictures,"Joe Roth (director); Chris Columbus (screenplay); Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Julie Gonzalo, Dava Hulsey, Elizabeth Franz, Austin Pendleton, Tom Poston, Kim Rhodes, Vernee Watson-Johnson, Arden Myrin, Rene Lavan, Patrick Breen, Caroline Rhea, Felicity Huffman, Kevin Chamberlin","Comedy, Family"
Sony Pictures Classics,"Zhang Yimou (director/screenplay); Li Feng, Peter Wu, Wang Bin (screenplay); Andy Lau, Zhang Ziyi, Takeshi Kaneshiro",Romance
HBO Films / BBC Films,"Stephen Hopkins (director); Christopher Markus, Stephen McFeely (screenplay); Geoffrey Rush, Charlize Theron, John Lithgow, Stanley Tucci, Emily Watson, Miriam Margoyles, Peter Vaughan, Sonia Aquino, Stephen Fry, Henry Goodman, Alison Steadman, Emilia Fox, Nigel Havers, Heidi Klum, Lucy Punch, Joseph Long, Edward Tudor-Pole, Steve Pemberton, Mackenzie Crook, Richard Ayoade, Lance Ellington, Sam Dastor, Tom Wu, Mona Hammond","Biography, Comedy, Drama"
20th Century Fox / Davis Entertainment,"John Moore (director); Scott Frank, Edward Burns (screenplay); Dennis Quaid, Giovanni Ribisi, Tyrese Gibson, Miranda Otto, Hugh Laurie, Tony Curran, Scott Michael Campbell, Sticky Fingaz, Jacob Vargas, Kevork Malikyan, Jared Padalecki, Anthony Wong, Paul Ditchfield, Martin Hindy, Bob Brown","Action, Drama"
Paramount Pictures / DreamWorks Pictures / Nickelodeon Movies,"Brad Silberling (director); Robert Gordon (screenplay); Jim Carrey, Jude Law, Liam Aiken, Emily Browning, Timothy Spall, Catherine O'Hara, Billy Connolly, Cedric the Entertainer, Luis Guzmán, Jennifer Coolidge, Meryl Streep, Craig Ferguson, Jamie Harris, Jane Adams, Jane Lynch, Helena Bonham Carter, Dustin Hoffman, Daniel Handler, Bob Clendenin, Lenny Clarke, Deborah Theaker, Amy Brenneman, Gilbert Gottfried, Rick Heinrichs, Kara and Shelby Hoffman","Fantasy, Family"
Columbia Pictures,"James L. Brooks (director/screenplay); Adam Sandler, Téa Leoni, Paz Vega, Cloris Leachman, Aimee Garcia, Sarah Steele, Cecilia Suárez, Thomas Haden Church, Antonio Muñoz, Shelbie Bruce, Ian Hyland, Jake Pennington","Comedy, Drama"
Universal Pictures / DreamWorks Pictures,"Jay Roach (director); Jim Herzfeld, John Hamburg (screenplay); Ben Stiller, Robert De Niro, Dustin Hoffman, Barbra Streisand, Blythe Danner, Teri Polo, Alanna Ubach, Ray Santiago, Tim Blake Nelson, Shelley Berman, Kali Rocha, Owen Wilson, Cedric Yarbrough, Spencer and Bradley Pickren",Comedy
Dimension Films,"Jaume Balagueró (director/screenplay); Fernando de Felipe (screenplay); Anna Paquin, Lena Olin, Iain Glen, Giancarlo Giannini, Fele Martínez, Fermin Reixach, Stephan Enquist",Horror
20th Century Fox / Davis Entertainment,"Joel Zwick (director); Bill Cosby, Charles Kipps (screenplay); Kenan Thompson, Kyla Pratt, Marques Houston, Omarion Grandberry, Dania Ramirez, Shedrack Anderson III, Keith Robinson, Jermaine Williams, Aaron Frazier, Alphonso McAuley, J. Mack Slaughter Jr., Alice Greczyn, Rick Overton, Keri Lynn Pratt, Dylan Cash, Bill Cosby, Aaron Carter, Fonzworth Bentley, Jeff Garlin, Joel Madden, Mase, Nick Zano, Denise Richards, Jeremy Suarez, Earl Billings, Raven-Symoné, Catero Colbert, Charles Duckworth, Ben Diskin, Josh Uhler, Bill Ratner","Comedy, Family"
Touchstone Pictures,"Wes Anderson (director/screenplay); Noah Baumbach (screenplay); Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston, Willem Dafoe, Jeff Goldblum, Michael Gambon, Bud Cort, Noah Taylor, Seu Jorge, Robyn Cohen, Waris Ahluwalia, Matthew Gray Gubler, Antonio Monda, Isabella Blow, Seymour Cassel, Niels Koizumi, Pawel Wdowczak","Comedy, Drama"
Universal Pictures,"Paul Weitz (director/screenplay); Dennis Quaid, Scarlett Johansson, Topher Grace, Marg Helgenberger, David Paymer, Clark Gregg, Selma Blair, Ty Burrell, Frankie Faison, Philip Baker Hall, Amy Aquino, Lauren Tom, Colleen Camp, John Cho, Malcolm McDowell, Zena Grey","Comedy, Drama, Romance"
Lionsgate / Destination Films,"Shainee Gabel (director/screenplay); John Travolta, Scarlett Johansson, Gabriel Macht, Deborah Kara Unger, Clayne Crawford, Sonny Shroyer, Carol Sutton, Warren Kole, Nick Loren",Drama
