Film,Production,Cast
Metro-Goldwyn-Mayer / Columbia Pictures / Mandalay Pictures,"John Stockwell (director); Matt Johnson (screenplay); Paul Walker, Jessica Alba, Scott Caan, Ashley Scott, Josh Brolin, James Frain, Tyson Beckford, Dwayne Adway, Javon Frazer",Action
20th Century Fox / Regency Enterprises,"Mark Levin (director); Jennifer Flackett (screenplay); Josh Hutcherson, Charlie Ray, Bradley Whitford, Cynthia Nixon, Willie Garson, Tonye Patano, Josh Pais, John Dossett, Talia Balsam, Jonah Meyerson, Mike Chat, Anthony Laflamme, Nick Cubbler, Neil Jay Shastri, Connor Hutcherson","Romance, Comedy"
Universal Pictures,"Joss Whedon (director/screenplay); Nathan Fillion, Alan Tudyk, Adam Baldwin, Summer Glau, Gina Torres, Morena Baccarin, Jewel Staite, Chiwetel Ejiofor, Sean Maher, Ron Glass, David Krumholtz, Michael Hitchcock, Sarah Paulson, Yan Feldman, Rafael Feldman","Sci-Fi, Action, Adventure"
DreamWorks Animation / Aardman Features,"Steve Box, Nick Park (directors/screenplay); Mark Burton, Bob Baker (screenplay); Peter Sallis, Ralph Fiennes, Helena Bonham Carter, Peter Kay, Nicholas Smith, Dicken Ashworth, Liz Smith, Edward Kelsey, Geraldine McEwan","Comedy, Family, Horror, Thriller, Mystery"
20th Century Fox / Scott Free Productions,"Curtis Hanson (director); Susannah Grant (screenplay); Cameron Diaz, Toni Collette, Shirley MacLaine, Mark Feuerstein, Ken Howard, Brooke Smith, Candice Azzara, Richard Burgi, Anson Mount, Eric Balfour, Francine Beers, Alan Blumenfeld, Andy Powers, Ivana Miličević, Norman Lloyd, Benton Jennings, Jennifer Weiner","Comedy, Drama"
Universal Pictures / Morgan Creek Productions,"D. J. Caruso (director); Dan Gilroy (screenplay); Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante, Carly Pope, Jeremy Piven, Jaime King, Ralph Garman, Charles Carroll, Kevin Chapman, Gedde Watanabe, Craig Veroni, Denise Galik, Gary Hudson, Jeremy Guilbaut, Michael Rogers, Veena Sood, Adrian Holmes, Louis Mustillo, Luciana Carro, David Lovgren, Barry LeBrock, Ron Pitts, Jim Rome, Jarrod Bunch, Mazio Royster, April Telek, Susan Ward, Tyler James Williams","Drama, Thriller"
Lions Gate Films,"Rob McKittrick (director/screenplay); Ryan Reynolds, Anna Faris, Justin Long, David Koechner, John Francis Daley, Alanna Ubach, Kaitlin Doubleday, Chi McBride, Luis Guzmán, Rob Benedict, Vanessa Lengies, Max Kasch, Andy Milonakis, Dane Cook, Jordan Ladd, Emmanuelle Chriqui, Wendie Malick, Skyler Stone",Comedy
Paramount Pictures / Vinyl Films / Cruise/Wagner Productions,"Cameron Crowe (director/screenplay); Orlando Bloom, Kirsten Dunst, Susan Sarandon, Alec Baldwin, Bruce McGill, Judy Greer, Jessica Biel, Paul Schneider, Loudon Wainwright III, Gailard Sartain, Jed Rees, Jim Fitzpatrick, Paula Deen, Dan Biggers, Shane Lyons, Emily Rutherfurd, Alice Marie Crowe, Tim Devitt, Ted Manson","Romance, Drama, Comedy"
Columbia Pictures / Revolution Studios,"Rupert Wainwright (director); Cooper Layne (screenplay); Tom Welling, Maggie Grace, Rade Sherbedgia, DeRay Davis, Selma Blair, Kenneth Welsh, Adrian Hough, Sonja Bennett, Sara Botsford, Cole Heppell, R. Nelson Brown, Mary Black, Jonathon Young, Meghan Heffern, Alex Bruhanski, Matthew Currie Holmes, Christian Bocher, Douglas H. Arthurs, Yves Cameron, Charles André",Horror
DreamWorks Pictures / ImageMovers / Revolution Studios,"Jane Anderson (director/screenplay); Julianne Moore, Woody Harrelson, Laura Dern, Trevor Morgan, Simon Reynolds, Monte Gagne, Jordan Todosey, Ellary Porterfield","Biographical, Drama"
Buena Vista Television,"Stuart Gillard (director); Melissa Gould, Dan Berendsen (screenplay); Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Jennifer Robertson, Arnold Pinnock, Pat Kelly, Jessica Greco, Jackie Rosenbaum, Karen Holness, Jessica Feliz, David Ingram","Comedy, Drama, Family"
DreamWorks Pictures / Hyde Park Entertainment,"John Gatins (director/screenplay); Kurt Russell, Dakota Fanning, Kris Kristofferson, Freddy Rodriguez, Luis Guzmán, Elisabeth Shue, David Morse, Oded Fehr, Ken Howard, Holmes Osborne",Drama
Slowhand Cinema,"Josh Stolberg (director/screenplay); Andrew Shaifer (screenplay); Gregory Smith, Stephanie Sherrin, Caitlin Wachs, Nicole Richie, George Wendt, Adam Arkin, Samantha Mathis, Malik Yoba, Julie Bowen, Chris Morris, Emy Coligado, Alex Anfanger, Crystal Celeste Grant, Rosalie Ward, Genevieve Cortese, Damien Luvara, Marcella Lentz-Pope, Raymond Braun, Andrew Shaifer, Jeff Chase, Leila Charles, Rosanna Arquette, Elizabeth Perkins, Charles Shaughnessy, William Earl Brown, Kim Coles",Comedy
Warner Bros. Pictures,"Niki Caro (director); Michael Seitzman (screenplay); Charlize Theron, Frances McDormand, Sissy Spacek, Woody Harrelson, Sean Bean, Richard Jenkins, Jeremy Renner, Michelle Monaghan, Thomas Curtis, Tom Bower, Linda Emond, Rusty Schwimmer, Jillian Armenante, Xander Berkeley, Chris Mulkey, Corey Stoll, Brad William Henke, John Aylward, Marcus Chait, James Cada, Amber Heard, Cole Williams",Drama
Touchstone Pictures / Hyde Park Entertainment,"Anand Tucker (director); Steve Martin (screenplay); Steve Martin, Claire Danes, Jason Schwartzman, Bridgette Wilson-Sampras, Sam Bottoms, Frances Conroy, Rebecca Pidgeon, Samantha Shelton, Clyde Kusatsu, Gina Doctor","Romance, Comedy, Drama"
20th Century Fox,"Marc Forster (director); David Benioff (screenplay); Ewan McGregor, Naomi Watts, Ryan Gosling, Janeane Garofalo, Bob Hoskins, Elizabeth Reaser, B.D. Wong, Kate Burton, Amy Sedaris, Isaach de Bankolé, Mark Margolis",Thriller
Universal Pictures,"Ben Younger (director/screenplay); Meryl Streep, Uma Thurman, Bryan Greenberg, Jon Abrahams, Zak Orth, Annie Parisse, Aubrey Dollar, Jerry Adler, Doris Belack, Ato Essandoh, Naomi Aborn, John Rothman, Madhur Jaffrey, Lotte Mandel","Romance, Comedy, Drama"
Lions Gate Films / Twisted Pictures,"Darren Lynn Bousman (director/screenplay); Leigh Whannell (screenplay); Donnie Wahlberg, Franky G, Glenn Plummer, Beverley Mitchell, Dina Meyer, Lyriq Bent, Emmanuelle Vaugier, Erik Knudsen, Shawnee Smith, Tobin Bell, Timothy Burd, Noam Jenkins, Tony Nappo",Horror
Paramount Pictures,"Gore Verbinski (director); Steven Conrad (screenplay); Nicolas Cage, Michael Caine, Hope Davis, Nicholas Hoult, Michael Rispoli, Gil Bellows, Judith McConnell, Tom Skilling, Bryant Gumbel, Ed McMahon, Cristina Ferrare, Wolfgang Puck, Gemmenne de la Peña","Comedy, Drama"
Warner Independent Pictures / 2929 Entertainment / Participant Productions,"George Clooney (director/screenplay); Grant Heslov (screenplay); David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella, Tate Donovan, Ray Wise, Alex Borstein, Tom McCarthy, Rose Abdoo, Reed Diamond, Matt Ross, Grant Heslov",Drama
Universal Pictures / Red Wagon Entertainment,"Sam Mendes (director); William Broyles Jr. (screenplay); Jake Gyllenhaal, Peter Sarsgaard, Lucas Black, Chris Cooper, Jamie Foxx, Scott MacDonald, Brian Geraghty, Jacob Vargas, Laz Alonso, Evan Jones, Dennis Haysbert, John Krasinski","Biographical, War, Drama"
Warner Bros. Pictures / Silver Pictures,"Shane Black (director/screenplay); Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen, Dash Mihok, Larry Miller, Rockmond Dunbar, Shannyn Sossamon, Angela Lindvall, Ariel Winter, Laurence Fishburne","Comedy, Crime"
Columbia Pictures / Red Wagon Entertainment,"Jon Favreau (director); David Koepp, John Kamps (screenplay); Josh Hutcherson, Jonah Bobo, Dax Shepard, Kristen Stewart, Tim Robbins, Frank Oz, Derek Mears, Douglas Tait, John Alexander, Jeff Wolfe, Adam Wills","Sci-Fi, Adventure, Family"
20th Century Fox,"James Mangold (director/screenplay); Gill Dennis (screenplay); Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick, Dallas Roberts, Dan John Miller, Larry Bagby, Shelby Lynne, Tyler Hilton, Waylon Payne, Shooter Jennings, Johnathan Rice, Johnny Holiday, Sandra Ellis Lafferty, Dan Beene, Clay Steakley","Biographical, Drama, Musical"
Focus Features,"Harold Ramis (director); Richard Russo, Robert Benton (screenplay); John Cusack, Billy Bob Thornton, Connie Nielsen, Randy Quaid, Oliver Platt, Mike Starr, Ned Bellamy, T.J. Jagodowski, David Pasquesi","Thriller, Comedy"
Lions Gate Films / 20th Century Fox,"Ron Underwood (director); Jacqueline Zambrano (screenplay); Usher, Chazz Palminteri, Emmanuelle Chriqui, Kevin Hart, Robert Davi, Matt Gerald, Robert Costanzo, Anthony Fazio, Geoff Stults, Chris Tardio, K.D. Aubert, Isis Faust, Nick Mancuso, Page Kennedy, Deezer D","Comedy, Crime"
New Line Cinema,"Roger Kumble (director); Adam Davis (screenplay): Ryan Reynolds, Amy Smart, Anna Faris, Julie Hagerty, Christopher Marquette, Stephen Root, Chris Klein, Fred Ewanuick, Amy Matysio, Barry Flatman, Ty Olsson, Ashley Scott, Trenna Keating, Maria Arce, Todd Lewis, Ryan Kalenchuk","Comedy, Romance"
Focus Features / Working Title Films,"Joe Wright (director); Deborah Moggach (screenplay); Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland, Tom Hollander, Rosamund Pike, Jena Malone, Judi Dench, Carey Mulligan, Talulah Riley, Simon Woods, Tamzin Merchant, Claudie Blakley, Kelly Reilly, Rupert Friend, Cornelius Booth, Penelope Wilton, Peter Wight, Meg Wynn Owen, Sinead Matthews","Romance, Drama"
Columbia Pictures / Revolution Studios / 1492 Pictures,"Chris Columbus (director); Stephen Chbosky (screenplay); Rosario Dawson, Taye Diggs, Wilson Jermaine Heredia, Jesse L. Martin, Idina Menzel, Adam Pascal, Anthony Rapp, Tracie Thoms, Aaron Lohr, Chris Chalk, Mackenzie Firgens, Shaun Earl, Rod Arrants, Mike Garibaldi, Sarah Silverman, Daryl Edwards, Anna Deavere Smith, Kevin Blackton, Bettina Devin, Joel Swetow, Randy Graff, Jennifer Siebel Newsom","Drama, Musical"
Paramount Pictures / Metro-Goldwyn-Mayer / Nickelodeon Movies,"Raja Gosnell (director); Ron Burch, David Kidd (screenplay); Dennis Quaid, Rene Russo, Rip Torn, Linda Hunt, Jerry O'Connell, David Koechner, Danielle Panabaker, Sean Faris, Miranda Cosgrove, Drake Bell, Katija Pevec, Dean Collins, Tyler Patrick Jones, Haley Ramm, Ty Panitz, Lil' JJ, Miki Ishikawa, Josh Henderson, Dan Mott, Bridger and Brecken Palmer, Slade Pearce, Andrew Vo, Jennifer and Jessica Habib, Nicholas Roget-King, Jenica Bergere","Comedy, Family"
Walt Disney Pictures / Walden Media,"Andrew Adamson (director/screenplay); Ann Peacock, Christopher Markus, Stephen McFeely (screenplay); Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy, Jim Broadbent, Liam Neeson, Ray Winstone, Dawn French, Rupert Everett, Elizabeth Hawthorne, Kiran Shah, James Cosmo, Michael Madsen, Patrick Kake, Shane Rangi, Douglas Gresham, Soumaya Keynes, Morris Cupton, Judy McIntosh, Philip Steuer","Fantasy, Family"
Warner Bros. Pictures / Participant Productions,"Stephen Gaghan (director/screenplay); George Clooney, Matt Damon, Jeffrey Wright, Chris Cooper, William Hurt, Tim Blake Nelson, Amanda Peet, Christopher Plummer, Alexander Siddig, Mazhar Munir, Greta Scacchi, Nicky Henson, David Clennon, Peter Gerety, Tom McCarthy, Mark Strong, Nadim Sawalha, Akbar Kurtha, Amr Waked, Max Minghella","Drama, Thriller"
Columbia Pictures / Imagine Entertainment,"Dean Parisot (director); Judd Apatow, Nicholas Stoller (screenplay); Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins, Angie Harmon, John Michael Higgins, Richard Burgi, Carlos Jacott, Stephnie Weir, David Herman, Aaron Michael Drozin, Gloria Garayua, Jason Marsden, Clint Howard, Pasha D. Lychnikoff, Vincent Curatola, Jeff Garlin, Luis Saguar, Timm Sharp, Laurie Metcalf, James Whitmore, Ralph Nader, Crystal the Monkey","Comedy, Crime"
Universal Pictures / DreamWorks Pictures / Amblin Entertainment,"Steven Spielberg (director); Tony Kushner, Eric Roth (screenplay); Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz, Hanns Zischler, Ayelet Zurer, Geoffrey Rush, Omar Metwally, Mehdi Nebbou, Gila Almagor, Michael Lonsdale, Mathieu Amalric, Moritz Bleibtreu, Yvan Attal, Valeria Bruni Tedeschi, Meret Becker, Marie-Josée Croze, Lynn Cohen, Guri Weinberg, Roy Avigdori, Sam Feuer, Karim Saleh, Ziad Adwan","Drama, Thriller"
Fox Searchlight Pictures,"Barry W. Blaustein (director); Ricky Blitt (screenplay); Johnny Knoxville, Brian Cox, Katherine Heigl, Jed Rees, Bill Chott, Edward Barbanell, Leonard Earl Howze, Geoffrey Arend, John Taylor, Luis Avalos, Leonard Flowers, Terry Funk, Jesse Ventura",Comedy
The Weinstein Company,"Duncan Tucker (director/screenplay); Felicity Huffman, Kevin Zegers, Fionnula Flanagan, Burt Young, Elizabeth Peña, Graham Greene, Carrie Preston, Venida Evans, Calpernia Addams, Stella Maeve, Raynor Scheine, Danny Burstein, Andrea James, Teala Dunn","Comedy, Drama"
The Weinstein Company,"Stephen Frears (director); Martin Sherman (screenplay); Judi Dench, Bob Hoskins, Kelly Reilly, Will Young, Christopher Guest, Toby Jones, Thelma Barlow, Anna Brewster, Rosalind Halstead, Sarah Solemani, Natalia Tena, Thomas Allen, Richard Syms, Samuel Barnett",Biography
New Line Cinema,"Terrence Malick (director/screenplay); Colin Farrell, Christopher Plummer, Christian Bale, August Schellenberg, Wes Studi, Q'orianka Kilcher, David Thewlis, Yorick van Wageningen, Ben Mendelsohn, Raoul Trujillo, Brían F. O'Byrne, Irene Bedard, John Savage, Alex Rice, Jamie Harris, Janine Duvitski, Thomas Clair, Michael Greyeyes, Kalani Queypo, Noah Taylor, Ben Chaplin, Eddie Marsan, Billy Merasty, Jonathan Pryce, Alexandra W. B. Malick",Drama
Universal Pictures,"Susan Stroman (director); Mel Brooks, Thomas Meehan (screenplay); Nathan Lane, Matthew Broderick, Uma Thurman, Will Ferrell, Gary Beach, Roger Bart, Jon Lovitz, Michael McKean, David Huddleston, Richard Kind, Eileen Essell, Debra Monk, Andrea Martin, John Barrowman, Brent Barrett, Peter Bartlett, Jason Antoon, Marilyn Sokol, Danny Mastrogiorgio, Mel Brooks, Ernie Sabella, Jonathan Freeman, Jim Borstelmann, Kathy Fitzgerald, Ronald Rusinek, Fran Brill, Tyler Bunch, James Kroupa, Tim Lagasse, Peter Linz, Drew Massey, Joey Mazzarino, Martin P. Robinson, Matt Vogel, Victor Yerrid","Comedy, Musical"
Warner Bros. Pictures / Village Roadshow Pictures,"Rob Reiner (director); Ted Griffin (screenplay); Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Mena Suvari, Steve Sandvoss, Mike Vogel, Kathy Bates, George Hamilton","Romance, Comedy"
