Film,Production,Cast
Peeples,Lionsgate / 34th Street Films,"Tina Gordon Chism (director/screenplay); Craig Robinson, Kerry Washington, David Alan Grier, S. Epatha Merkerson, Tyler Williams, Melvin Van Peebles, Diahann Carroll, Malcolm Barrett, Kali Hawk, Ana Gasteyer, Kimrie Lewis-Davis"
Star Trek Into Darkness,Paramount Pictures / Skydance Productions / Bad Robot Productions,"J. J. Abrams (director); Roberto Orci, Alex Kurtzman, Damon Lindelof (screenplay); Chris Pine, Zachary Quinto, Benedict Cumberbatch, Simon Pegg, Karl Urban, John Cho, Alice Eve, Leonard Nimoy, Peter Weller, Zoe Saldana, Anton Yelchin, Bruce Greenwood"
Aurangzeb,Yash Raj Films,"Atul Sabharwal (director/screenplay); Prithviraj Sukumaran, Arjun Kapoor, Swara Bhaskar, Rishi Kapoor, Sikandar Kher, Jackie Shroff, Amrita Singh"
Black Rock,LD Entertainment,"Katie Aselton (director/screenplay); Mark Duplass (screenplay); Katie Aselton, Kate Bosworth, Lake Bell, Jay Paulson, Will Bouvier"
The English Teacher,Artina Films,"Craig Zisk (director/screenplay); Dan Chariton, Stacy Chariton (screenplay); Julianne Moore, Greg Kinnear, Michael Angarano, Nathan Lane, Lily Collins, Jessica Hecht, Norbert Leo Butz, Nikki Blonsky"
Frances Ha,IFC Films,"Noah Baumbach (director/screenplay); Greta Gerwig (screenplay); Greta Gerwig, Charlotte d'Amboise, Adam Driver, Grace Gummer, Patrick Heusinger, Josh Hamilton, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham, Michael Zegen"
The Reluctant Fundamentalist,Mirabai Films,"Mira Nair (Director); Riz Ahmed, Kate Hudson, Liev Schreiber, Kiefer Sutherland, Om Puri, Shabana Azmi, Meesha Shafi and Imaad Shah"
The Hangover Part III,Warner Bros. Pictures / Legendary Pictures / Green Hat Films,"Todd Phillips (director/screenplay); Craig Mazin (screenplay); Bradley Cooper, Zach Galifianakis, Ed Helms, Justin Bartha, Ken Jeong, John Goodman, Heather Graham, Melissa McCarthy, Jeffrey Tambor"
Before Midnight,Sony Pictures Classics,"Richard Linklater (director/screenplay); Ethan Hawke, Julie Delpy (screenplay); Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed, Athina Rachel Tsangari, Xenia Kalogeropoulou, Walter Lassally, Charlotte Prior, Jennifer Prior"
Epic,20th Century Fox Animation / Blue Sky Studios,"Chris Wedge (director); James V. Hart, William Joyce, Daniel Shere, Tom J. Astle, Matt Ember (screenplay); Colin Farrell, Josh Hutcherson, Amanda Seyfried, Jason Sudeikis, Christoph Waltz, Beyoncé Knowles, Chris O'Dowd, Pitbull, Aziz Ansari"
Fast & Furious 6,Universal Pictures / Relativity Media / Original Film,"Justin Lin (director); Chris Morgan (screenplay); Vin Diesel, Dwayne Johnson, Paul Walker, Michelle Rodriguez, Jordana Brewster, Luke Evans, Gina Carano, Tyrese Gibson, Rita Ora, Jason Statham, Joe Taslim"
Behind the Candelabra,HBO Films,"Steven Soderbergh (director); Richard LaGravenese (screenplay); Michael Douglas, Matt Damon, Dan Aykroyd, Scott Bakula, Rob Lowe, Debbie Reynolds, Boyd Holbrook, Tom Papa, Nicky Katt, Cheyenne Jackson, Paul Reiser, David Koechner, Peggy King, Eddie Jemison, Jane Morris, Garrett M. Brown, Bruce Ramsay, Deborah Lacey, Austin Stowell, Anthony Crivello, Mike O'Malley, Kiff VandenHeuvel, Charlotte Crossley, Josh Meyers, Johnny Carson, Fielding Edlow, Amber Lee Ettinger, Lenny Jacobson, Thure Riefenstein"
Only God Forgives,RADiUS-TWC,"Nicolas Winding Refn (director/screenplay); Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm"
After Earth,Columbia Pictures / Overbrook Entertainment / Blinding Edge Pictures,"M. Night Shyamalan (director); Stephen Gaghan, Gary Whitta (screenplay); Jaden Smith, Will Smith, Isabelle Fuhrman, Zoë Kravitz"
Byzantium,StudioCanal,"Neil Jordan (director); Moira Buffini (screenplay); Saoirse Ronan, Gemma Arterton, Sam Riley, Jonny Lee Miller, Caleb Landry Jones, Tom Hollander"
The East,Fox Searchlight Pictures,"Zal Batmanglij (director/screenplay); Brit Marling (screenplay); Brit Marling, Alexander Skarsgård, Elliot Page, Julia Ormond, Patricia Clarkson"
The Kings of Summer,CBS Films,"Jordan Vogt-Roberts (director); Chris Galletta (screenplay); Nick Robinson, Gabriel Basso, Moisés Arias, Alison Brie, Nick Offerman, Megan Mullally"
Now You See Me,Summit Entertainment,"Louis Leterrier (director); Josh Appelbaum, André Nemec, Ed Solomon, Boaz Yakin, Edward Ricourt (screenplay); Jesse Eisenberg, Isla Fisher, Morgan Freeman, Woody Harrelson, Mark Ruffalo, Michael Caine, Common, Dave Franco, Elias Koteas, Laura Cayouette, David Warshofsky"
Yeh Jawaani Hai Deewani,Eros International,"Ayan Mukerji (director/screenplay); Ranbir Kapoor, Deepika Padukone, Kalki Koechlin, Aditya Roy Kapur, Kunaal Roy Kapur, Evelyn Sharma, Farooq Sheikh, Tanvi Azmi, Dolly Ahluwalia, Poorna Jagannathan, Rana Daggubati, Madhuri Dixit"
Hello Herman,Freestyle Releasing,"Michelle Danner (director) John Buffalo Mailer (screenplay); Norman Reedus, Martha Higareda, Rob Estes, Alex Neuberger, Lindsay Bushman, Garrett Backstrom, Sabrina Debler, Olivia Faye, Andy McPhee, Jake White, Arielle Sitrick"
The Internship,20th Century Fox / Regency Enterprises / 21 Laps Entertainment,"Shawn Levy (director); Vince Vaughn, Jared Stern (screenplay); Vince Vaughn, Owen Wilson, Dylan O'Brien, Rose Byrne, Jessica Szohr, Max Minghella, Aasif Mandvi, John Goodman, Will Ferrell, JoAnna Garcia, Eric Andre, Josh Brener, Tiya Sircar, Tobit Raphael, Josh Gad"
Much Ado About Nothing,Lionsgate / Roadside Attractions,"Joss Whedon (director/screenplay); Amy Acker, Nathan Fillion, Clark Gregg, Fran Kranz"
The Purge,Universal Pictures / Blumhouse Productions / Platinum Dunes,"James DeMonaco (director/screenplay); Ethan Hawke, Lena Headey, Max Burkholder, Tony Oller, Edwin Hodge, Rhys Wakefield, Adelaide Kane, Arija Bareikis, Chris Mulkey, Karen Strassman"
Tiger Eyes,Freestyle Releasing,"Lawrence Blume (director/screenplay); Judy Blume (screenplay); Willa Holland, Amy Jo Johnson, Cynthia Stevenson, Teo Olivares, Russell Means, Forest Fyre, Elise Eberle, Tatanka Means"
Violet & Daisy,GreeneStreet Films / Magic Violet,"Geoffrey S. Fletcher (director/screenplay); Saoirse Ronan, Alexis Bledel, Danny Trejo, James Gandolfini, Marianne Jean-Baptiste"
This Is the End,Columbia Pictures / Mandate Pictures / Point Grey Pictures,"Evan Goldberg, Seth Rogen (directors/screenplay); Seth Rogen, Jay Baruchel, James Franco, Craig Robinson, Danny McBride, Jonah Hill, Emma Watson, Jason Segel, Paul Rudd, Michael Cera, Rihanna, Kevin Hart, David Krumholtz, Mindy Kaling, Aziz Ansari, Christopher Mintz-Plasse"
The Bling Ring,A24,"Sofia Coppola (director/screenplay); Emma Watson, Israel Broussard, Katie Chang, Claire Julien, Taissa Farmiga, Leslie Mann, Gavin Rossdale, Paris Hilton"
Fukrey,Excel Entertainment,"Mrighdeep Singh Lamba (director/screenplay); Vipul Vig (screenplay); Pulkit Samrat, Manjot Singh, Ali Fazal, Priya Anand, Richa Chadda, Vishakha Singh, Pankaj Tripathi"
Hatchet III,Dark Sky Films / ArieScope Pictures,"Adam Green (director/screenplay); Kane Hodder, Danielle Harris, Zach Galligan, Caroline Williams, Robert Diago DoQui, Rileah Vanderbilt, Derek Mears, Cody Blue Snider, Sean Whalen, Jason Trost, Diane Ayala Goldner, Parry Shen, Sid Haig, John Michael Sudolt, Joel David Moore"
Man of Steel,Warner Bros. Pictures / Legendary Pictures / DC Entertainment / Syncopy Peters Entertainment,"Zack Snyder (director); David S. Goyer (screenplay); Henry Cavill, Amy Adams, Michael Shannon, Kevin Costner, Diane Lane, Laurence Fishburne, Antje Traue, Ayelet Zurer, Russell Crowe"
My Little Pony: Equestria Girls,Hasbro Studios,"Jayson Thiessen (director); Meghan McCarthy (screenplay); Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Nicole Oliver"
Monsters University,Walt Disney Pictures / Pixar Animation Studios,"Dan Scanlon (director/screenplay); Daniel Gerson, Robert L. Baird (screenplay); Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Nathan Fillion, Aubrey Plaza, Bobby Moynihan, Julia Sweeney, Bonnie Hunt, John Krasinski, Bill Hader, Bob Peterson, John Ratzenberger, John Cygan, Jess Harnell, Lori Alan, Mona Marshall, Dan Scanlon, Marcia Wallace, Donovan Patton, Gregg Berger, Rodger Bumpass, Colleen O'Shaughnessey"
This Is Martin Bonner,Monterey Media,"Chad Hartigan (director/screenplay); Paul Eenhoorn, Richmond Arquette, Sam Buchanan, Robert Longstreet, Demetrius Grosse"
World War Z,Paramount Pictures / Plan B Entertainment / Skydance Productions / Hemisphere Media Capital / GK Films,"Marc Forster (director); Matthew Michael Carnahan, Drew Goddard (screenplay); Brad Pitt, Mireille Enos, Ruth Negga, James Badge Dale, Daniella Kertesz, Matthew Fox, David Morse"
How to Make Money Selling Drugs,Tribeca Film,Matthew Cooke (director)
100 Bloody Acres,Cyan Films,"Colin Cairnes, Cameron Cairnes (director/screenplay); Damon Herriman, Angus Sampson, Anna McGahan, Oliver Ackland, John Jarratt, Paul Blackwell, Jamie Kristian"
Copperhead,The Film Collective,"Ronald F. Maxwell (director); Bill Kauffman (screenplay); Billy Campbell, Angus Macfadyen, Peter Fonda, Augustus Prew, Lucy Boynton, François Arnaud, Casey Thomas Brown, Josh Cruddas, Genevieve Steele"
The Heat,20th Century Fox / Chernin Entertainment,"Paul Feig (director); Katie Dippold, Lee Eisenberg, Gene Stupnitsky (screenplay); Sandra Bullock, Melissa McCarthy, Kaitlin Olson, Tony Hale, Demián Bichir, Michael Rapaport, Taran Killam, Thomas F. Wilson"
Redemption,Lionsgate / Roadside Attractions,"Steven Knight (director); Jason Statham, Agata Buzek, Christian Brassington, Vicky McClure, Benedict Wong, Ger Ryan"
Some Girl(s),Leeden Media,"Daisy von Scherler Mayer (director); Neil LaBute (screenplay); Adam Brody, Kristen Bell, Zoe Kazan, Mía Maestro, Jennifer Morrison, Emily Watson"
White House Down,Columbia Pictures / Centropolis Entertainment,"Roland Emmerich (director); James Vanderbilt (screenplay); Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, James Woods, Richard Jenkins, Joey King, Jason Clarke"
Despicable Me 2,Universal Pictures / Illumination Entertainment,"Chris Renaud, Pierre Coffin (directors); Cinco Paul, Ken Daurio (screenplay); Steve Carell, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher, Russell Brand, Pierre Coffin, Benjamin Bratt, Steve Coogan, Ken Jeong, Kristen Schaal, Moisés Arias, Chris Renaud, Vanessa Bayer, Nickolai Stoilov"
Kevin Hart: Let Me Explain,Summit Entertainment,Leslie Small (director); Kevin Hart
The Lone Ranger,Walt Disney Pictures / Jerry Bruckheimer Films,"Gore Verbinski (director); Ted Elliott, Terry Rossio, Eric Aronson, Justin Haythe (screenplay); Armie Hammer, Johnny Depp, Ruth Wilson, William Fichtner, Helena Bonham Carter, James Badge Dale, Barry Pepper, Tom Wilkinson, James Frain"
Bad Words,Darko Entertainment / Focus Features,"Jason Bateman (director); Andrew Dodge (screenplay); Jason Bateman, Kathryn Hahn, Rohan Chand, Ben Falcone, Philip Baker Hall, Allison Janney"
Hammer of the Gods,Magnet Releasing,"Farren Blackburn (directors); Matthew Read (screenplay); Charlie Bewley, Clive Standen, Michael Jibson, James Cosmo, Elliot Cowan, Glynis Barber, Ivan Kaye"
Lootera,Balaji Motion Pictures,"Vikramaditya Motwane (director/screenplay); Bhavani Iyer (screenplay); Ranveer Singh, Sonakshi Sinha, Barun Chanda, Vikrant Massey, Arif Zakaria, Adil Hussain, Divya Dutta, Shirin Guha"
Stuck in Love,Millennium Entertainment,"Josh Boone (director/screenplay); Greg Kinnear, Jennifer Connelly, Lily Collins, Logan Lerman, Nat Wolff, Liana Liberato, Stephen King"
The Way Way Back,Fox Searchlight Pictures / OddLot Entertainment,"Nat Faxon, Jim Rash (directors/screenplay); Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb, Sam Rockwell, Maya Rudolph, Liam James, Amanda Peet, Rob Corddry"
Bhaag Milkha Bhaag,Reliance Entertainment,"Rakeysh Omprakash Mehra (director); Prasoon Joshi (screenplay); Farhan Akhtar, Sonam Kapoor, Divya Dutta, Dev Gill, Meesha Shafi, Yograj Singh, Art Malik, Prakash Raj, Pavan Malhotra, Rebecca Breeds, Dalip Tahil"
Dealin' with Idiots,IFC Films,"Jeff Garlin (director/screenplay); Jeff Garlin, Christopher Guest, Fred Willard, Bob Odenkirk, J. B. Smoove, Gina Gershon, Kerri Kenney-Silver, Jami Gertz, Timothy Olyphant, Richard Kind, Steve Agee, Jim Sheridan, Nia Vardalos"
Fruitvale Station,The Weinstein Company,"Ryan Coogler (director/screenplay); Michael B. Jordan, Octavia Spencer, Melonie Diaz, Ahna O'Reilly, Kevin Durand, Chad Michael Murray"
Grown Ups 2,Columbia Pictures / Happy Madison Productions,"Dennis Dugan (director); Fred Wolf (screenplay); Adam Sandler, Kevin James, Chris Rock, David Spade, Taylor Lautner, David Henrie, Patrick Schwarzenegger, Nick Swardson, Cheri Oteri, Salma Hayek, Steve Buscemi, Milo Ventimiglia, Maria Bello, Aly Michalka, Maya Rudolph, Alexander Ludwig, Andy Samberg, Steve Austin, Will Forte, Taran Killam, Jon Lovitz, Akiva Schaffer, Jorma Taccone, Tim Meadows, Shaquille O'Neal, Colin Quinn, Bobby Moynihan, Paul Brittain"
Killing Season,Millennium Entertainment,"Mark Steven Johnson (director); Evan Daugherty (screenplay); Robert De Niro, John Travolta, Milo Ventimiglia, Elizabeth Olin"
Pacific Rim,Warner Bros. Pictures / Legendary Pictures,"Guillermo del Toro (director); Travis Beacham (screenplay); Charlie Hunnam, Ellen McLain, Idris Elba, Charlie Day, Rinko Kikuchi, Max Martini, Robert Kazinsky, Clifton Collins Jr., Diego Klattenhoff, Ron Perlman, Robert Maillet, Burn Gorman, Heather Doerksen"
V/H/S/2,Magnolia Pictures,"Adam Wingard, Eduardo Sánchez, Gareth Evans, Gregg Hale (directors/screenplay); Kelsy Abbott, Fachri Albar, Oka Antara, Devon Brookshire, Bette Cassatt, L.C. Holt, Hannah Hughes, Kevin Hunt, Lawrence Michael Levine, Mindy Robinson"
Pokémon the Movie: Genesect and the Legend Awakened,"Toho / OLM, Inc.","Kunihiko Yuyama (director); Rica Matsumoto, Ikue Ōtani, Aoi Yūki, Mamoru Miyano, Megumi Hayashibara, Shinichirō Miki, Inuko Inuyama, Unshō Ishizuka, Kōichi Yamadera, Reiko Takashima"
Turbo,20th Century Fox / DreamWorks Animation,"David Soren (director/screenplay); Robert Siegel, Darren Lemke (screenplay); Ryan Reynolds, Paul Giamatti, Michael Peña, Luis Guzmán, Bill Hader, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Maya Rudolph, Ben Schwartz, Kurtwood Smith, Snoop Dogg, Samuel L. Jackson"
The Conjuring,Warner Bros. Pictures / New Line Cinema,"James Wan (director); Chad Hayes, Carey Hayes (screenplay); Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor, Shannon Kook, Mackenzie Foy, Joey King, Shanley Caswell, Hayley McFarland, Steve Coulter, John Brotherton"
D-Day,DAR Motion Pictures,"Nikkhil Advani (director/screenplay); Ritesh Shah, Suresh Nair (screenplay); Arjun Rampal, Irrfan Khan, Huma Qureshi, Rishi Kapoor, Shruti Haasan, Nassar, Sandeep Kulkarni, K. K. Raina, Chandan Roy Sanyal, Imran Hasnee, Maryam Zakaria"
Girl Most Likely,Lionsgate / Roadside Attractions,"Robert Pulcini, Shari Springer Berman (directors); Michelle Morgan (screenplay); Kristen Wiig, Annette Bening, Matt Dillon, Christopher Fitzgerald, Darren Criss"
R.I.P.D.,Universal Pictures / Original Film,"Robert Schwentke (director); Matt Manfredi, Phil Hay (screenplay); Ryan Reynolds, Jeff Bridges, Kevin Bacon, Stéphanie Szostak, Mary-Louise Parker, Marisa Miller, Mike O'Malley, James Hong, Robert Knepper"
RED 2,Summit Entertainment / DC Comics,"Dean Parisot (director); Erich Hoeber, Jon Hoeber (screenplay); Bruce Willis, John Malkovich, Helen Mirren, Mary-Louise Parker, Catherine Zeta-Jones, Byung-hun Lee, Karl Urban, Neal McDonough, Anthony Hopkins, David Thewlis"
The World's End,Focus Features / Relativity Media / Working Title Films,"Edgar Wright (director/screenplay); Simon Pegg (screenplay); Simon Pegg, Nick Frost, Paddy Considine, Martin Freeman, Eddie Marsan, Rosamund Pike, Pierce Brosnan"
Blue Jasmine,Sony Pictures Classics,"Woody Allen (director, screenwriter); Alec Baldwin, Cate Blanchett, Bobby Cannavale, Louis C.K., Andrew Dice Clay, Sally Hawkins, Peter Sarsgaard, Michael Stuhlbarg"
Romeo and Juliet,Relativity Media,"Carlo Carlei (director); Julian Fellowes (screenplay); Hailee Steinfeld, Douglas Booth, Damian Lewis, Natascha McElhone, Lesley Manville, Ed Westwick, Tomas Arana, Laura Morante, Kodi Smit-McPhee, Paul Giamatti, Christian Cooke, Tom Wisdom, Leon Vitali, Stellan Skarsgård"
The To Do List,CBS Films,"Maggie Carey (director/screenplay); Aubrey Plaza, Rachel Bilson, Bill Hader, Andy Samberg, Scott Porter, Connie Britton, Clark Gregg, Christopher Mintz-Plasse, Donald Glover, Johnny Simmons, Sarah Steele, Alia Shawkat, Nolan Gould"
The Wolverine,20th Century Fox / Marvel Entertainment,"James Mangold (director); Christopher McQuarrie, Mark Bomback (screenplay); Hugh Jackman, Famke Janssen, Hiroyuki Sanada, Hal Yamanouchi, Tao Okamoto, Rila Fukushima, Will Yun Lee, Svetlana Khodchenkova, Brian Tee"
The Smurfs 2,Columbia Pictures / Sony Pictures Animation / The Kerner Entertainment Company,"Raja Gosnell (director); J. David Stern, David N. Weiss, Karey Kirkpatrick, Jay Sherick, David Ronn (screenplay); Neil Patrick Harris, Jayma Mays, Hank Azaria, Tim Gunn, Brendan Gleeson, Katy Perry, Jonathan Winters, Alan Cumming, Fred Armisen, George Lopez, Anton Yelchin, John Oliver, Christina Ricci, J. B. Smoove, Christopher Mintz-Plasse, Frank Welker"
2 Guns,Universal Pictures,"Baltasar Kormákur (director); Blake Masters (screenplay); Mark Wahlberg, Denzel Washington, Paula Patton, Bill Paxton, Edward James Olmos, James Marsden, Allie DeBerry"
The Canyons,IFC Films,"Paul Schrader (director); Bret Easton Ellis (screenplay); Lindsay Lohan, James Deen, Gerard Funk, Amanda Brooks"
Europa Report,Wayfare Entertainment,"Sebastián Cordero (director); Philip Gelatt (screenplay); Sharlto Copley, Michael Nyqvist, Daniel Wu, Anamaria Marinca, Christian Camargo, Karolina Wydra, Embeth Davidtz, Dan Fogler"
The Spectacular Now,A24,"James Ponsoldt (director); Scott Neustadter, Michael Weber (screenplay); Miles Teller, Shailene Woodley, Kaitlyn Dever, Brie Larson, Dayo Okeniyi, Kyle Chandler, Bob Odenkirk, Andre Royo, Mary Elizabeth Winstead"
Percy Jackson: Sea of Monsters,Fox 2000 Pictures,"Thor Freudenthal (director); Scott Alexander, Larry Karaszewski (screenplay); Logan Lerman, Alexandra Daddario, Douglas Smith, Mary Birdsong, Yvette Nicole Brown, Missi Pyle, Nathan Fillion, Anthony Stewart Head, Paloma Kwaitkowski, Leven Rambin, Stanley Tucci, Robert Maillet"
We're the Millers,Warner Bros. Pictures / New Line Cinema,"Rawson Thurber (director); Sean Anders, Steve Faber, Bob Fisher, Dan Fybel, John Morris, Rick Rinaldi (screenplay); Jennifer Aniston, Jason Sudeikis, Emma Roberts, Ed Helms, Thomas Lennon, Nick Offerman, Kathryn Hahn, Will Poulter"
Attarintiki Daredi,Sri Venkateswara Cine Chitra,"Trivikram Srinivas (director/screenplay); Pawan Kalyan, Samantha, Pranitha Subhash, Ali, Brahmanandam, M. S. Narayana, Boman Irani, Kota Srinivasa Rao"
Chennai Express,Red Chillies Entertainment,"Rohit Shetty (director); Yunus Sajawal (screenplay); Shahrukh Khan, Deepika Padukone, Sathyaraj, Manorama, Nikitin Dheer"
Elysium,TriStar Pictures / Media Rights Capital,"Neill Blomkamp (director/screenplay); Matt Damon, Jodie Foster, Sharlto Copley, Wagner Moura, Alice Braga, Diego Luna, William Fichtner"
Planes,Walt Disney Pictures,"Klay Hall (director), Jeffrey M. Howard (screenplay); Dane Cook, Stacy Keach, Brad Garrett, Priyanka Chopra, Carlos Alazraqui, Roger Craig Smith, Teri Hatcher, David Croft, Julia Louis-Dreyfus, John Cleese, Colin Cowherd, Sinbad, Gabriel Iglesias, Oliver Kalkofe, Brent Musburger"
Thalaivaa,Sri Mishri Productions,"A. L. Vijay (director/screenplay); Vijay, Sathyaraj, Amala Paul, Ragini Nandwani, N. Santhanam, Rajiv Pillai, Abhimanyu Singh"
Clear History,HBO Films,"Greg Mottola (director); Larry David, Alec Berg, David Mandel, Jeff Schaffer (screenplay); Larry David, Bill Hader, Jon Hamm, Kate Hudson, Michael Keaton, Danny McBride, Eva Mendes, Amy Ryan, J.B. Smoove, Philip Baker Hall, Liev Schreiber, Amy Landecker, Marianne Leone, Mike Cerrone, Lenny Clarke, Peter Farrelly, Jimmy Tingle, Albert M. Chan, Daniel Greene, Langston Kerman, Rick Malambri, Paul Scheer, Conan O'Brien, Chicago, Wolf Blitzer, Tom Kenny"
Ain't Them Bodies Saints,IFC Films,"David Lowery (director/screenplay); Casey Affleck, Rooney Mara, Ben Foster, Rami Malek, Keith Carradine, Nate Parker"
The Butler,The Weinstein Company,"Lee Daniels (director); Danny Strong (screenplay); Forest Whitaker, Oprah Winfrey, David Oyelowo, Liam Neeson, John Cusack, Alan Rickman, Jane Fonda, Robin Williams, James Marsden, Aml Ameen, Liev Schreiber"
Jobs,Open Road Films,"Joshua Michael Stern (director/screenplay); Matthew Whitely (screenplay); Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas, J. K. Simmons, Matthew Modine, Victor Rasuk, Ron Eldard, David Denman, Ahna O'Reilly, John Getz, Nelson Franklin, Lesley Ann Warren, Elden Henson, Kevin Dunn, James Woods, Brad William Henke"
Kick-Ass 2,Universal Pictures / Marv Films,"Jeff Wadlow (director/screenplay); Matthew Vaughn (screenplay); Aaron Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, John Leguizamo, Donald Faison, Robert Emms, Morris Chestnut, Lyndsy Fonseca, Lindy Booth, Jim Carrey, Clark Duke, Olga Kurkulina"
Paranoia,Relativity Media / Reliance Entertainment / IM Global / Demarest Films,"Robert Luketic (director); Barry Levy, Jason Dean Hall (screenplay); Liam Hemsworth, Harrison Ford, Gary Oldman, Lucas Till, Embeth Davidtz, Josh Holloway, Domenick Lombardozzi, Amber Heard, Julian McMahon, Richard Dreyfuss"
The Mortal Instruments: City of Bones,Screen Gems / Constantin Film / Unique Features,"Harald Zwart (director); Jessica Postigo, I. Marlene King (screenplay); Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West, Kevin Durand, Robert Maillet, Lena Headey, Jared Harris, Godfrey Gao, Jonathan Rhys Meyers, Aidan Turner"
Drinking Buddies,Magnolia Pictures,"Joe Swanberg (director/screenplay); Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston, Ti West"
Scenic Route,Vertical Entertainment,"Kevin Goetz, Michael Goetz (director); Kyle Killen (screenplay); Josh Duhamel, Dan Fogler, Miracle Laurie, Peter Michael Goetz, Christie Burson, Jamie Donovan, Ethan Maher"
Short Term 12,Cinedigm Entertainment,"Destin Daniel Cretton (director/screenplay); Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Melora Walters, Stephanie Beatriz, Lydia Du Veaux, Alex Calloway, Frantz Turner, Lakeith Stanfield, Kevin Hernandez"
You're Next,Lionsgate,"Adam Wingard (director); Simon Barrett (screenplay); Sharni Vinson, Joe Swanberg, A. J. Bowen, Nicholas Tucci, Barbara Crampton"
Closed Circuit,Focus Features / Working Title Films,"John Crowley (director); Steven Knight (screenplay); Eric Bana, Rebecca Hall, Isaac Hempstead Wright, Riz Ahmed, Jim Broadbent, Kenneth Cranham, Anne-Marie Duff, Ciarán Hinds, Julia Stiles"
Getaway,Warner Bros. Pictures / Dark Castle Entertainment / After Dark Films,"Courtney Solomon, Yaron Levy (directors); Sean Finegan, Gregg Maxwell Parker (screenplay); Ethan Hawke, Selena Gomez, Jon Voight, James Maslow"
The Lifeguard,Screen Media Films,"Liz W. Garcia (director/screenplay); Kristen Bell, David Lambert, Mamie Gummer, Martin Starr, Alex Shaffer, Joshua Harto, Amy Madigan, John Finn, Sendhil Ramamurthy, Adam LeFevre"
The Zero Theorem,Stage 6 Films,"Terry Gilliam (director), Pat Rushin (screenplay); Christoph Waltz, Mélanie Thierry, David Thewlis, Lucas Hedges"
Hell Baby,Gravitas Ventures,"Robert Ben Garant, Thomas Lennon (director/screenplay); Rob Corddry, Leslie Bibb, Keegan-Michael Key, Riki Lindhome, Paul Scheer, Rob Huebel, Ben Garant, Thomas Lennon, Michael Ian Black, Kumail Nanjiani"
Riddick,Universal Pictures / One Race Films,"David Twohy (director/screenplay); Vin Diesel, Karl Urban, Katee Sackhoff, Dave Bautista, Matthew Nable, Jordi Mollà, Bokeem Woodbine, Raoul Trujillo, Nolan Gerard Funk, Noah Danby, Keri Hilson"
Shuddh Desi Romance,Yash Raj Films,"Maneesh Sharma (director); Jaideep Sahni (screenplay); Sushant Singh Rajput, Parineeti Chopra, Vaani Kapoor, Rishi Kapoor, Tarun Vyas"
Touchy Feely,Magnolia Pictures,"Lynn Shelton (director/screenplay); Rosemarie DeWitt, Elliot Page, Allison Janney, Ron Livingston, Scoot McNairy, Josh Pais"
August: Osage County,The Weinstein Company,"John Wells (director); Tracy Letts (screenplay); Julia Roberts, Meryl Streep, Benedict Cumberbatch, Margo Martindale, Chris Cooper, Sam Shepard, Misty Upham"
The Family,Relativity Media / EuropaCorp,"Luc Besson (director/screenplay); Michael Caleo (screenplay); Robert De Niro, Michelle Pfeiffer, Dianna Agron, Tommy Lee Jones, Vincent Pastore"
Insidious: Chapter 2,FilmDistrict / Blumhouse Productions,"James Wan (director); Leigh Whannell (screenplay); Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins"
Dick Figures: The Movie,Mondo Media,"Ed Skudder, Zack Keller (director and screenplay); Ed Skudder, Zack Keller, Eric Bauza, Ben Tuller, Shea Carter, Mike Nassar, Chad Quandt, and Lauren K. Sokolov"
Battle of the Year,Screen Gems,"Benson Lee (director); Brin Hill, Chris Parker (screenplay); Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz, Chris Brown, Terrence Jenkins, Luis Rosado, Weronika Rosati, Jesse Erwin, Ivan Velez, Steve Terada"
Enough Said,Fox Searchlight Pictures,"Nicole Holofcener (director); Anthony Bregman, Stefanie Azpiazu (screenplay); James Gandolfini, Julia Louis-Dreyfus, Toni Collette, Catherine Keener, Ben Falcone, Toby Huss, Michaela Watkins"
Prisoners,Warner Bros. Pictures / Alcon Entertainment,"Denis Villeneuve (director); Aaron Guzikowski (screenplay); Jake Gyllenhaal, Hugh Jackman, Paul Dano, Melissa Leo, Viola Davis, Maria Bello, Terrence Howard"
Sunshine on Leith,Entertainment One,"Dexter Fletcher (director); George Mackay, Kevin Guthrie, Antonia Thomas, Freya Mavor, Peter Mullan, Jane Horrocks, Jason Flemyng, Craig Reid"
