Film,Production,Cast
Middle School: The Worst Years of My Life,Lionsgate / CBS Films,"Steve Carr (director); Griffin Gluck, Lauren Graham, Rob Riggle, Isabela Moner, Thomas Barbusca"
The Accountant,Warner Bros. Pictures / RatPac-Dune Entertainment,"Gavin O'Connor (director); Ben Affleck, Anna Kendrick, J. K. Simmons, Jon Bernthal, Jeffrey Tambor, John Lithgow"
Kevin Hart: What Now?,Universal Pictures,Leslie Small (director); Kevin Hart
Max Steel,Open Road Films,"Stewart Hendler (director); Ben Winchell, Maria Bello, Ana Villafañe, Josh Brener, Andy García"
Jack Reacher: Never Go Back,Paramount Pictures / Skydance Media,"Edward Zwick (director); Tom Cruise, Cobie Smulders"
Keeping Up with the Joneses,20th Century Fox,"Greg Mottola (director); Zach Galifianakis, Jon Hamm, Isla Fisher, Gal Gadot, Matt Walsh, Maribeth Monroe, Patton Oswalt, Kevin Dunn"
Ouija: Origin of Evil,Universal Pictures / Blumhouse Productions,"Mike Flanagan (director); Elizabeth Reaser, Annalise Basso, Henry Thomas"
Boo! A Madea Halloween,Lionsgate / Tyler Perry Studios,"Tyler Perry (director); Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat, Lexy Panterra, Andre Hall, Liza Koshy"
I'm Not Ashamed,Pure Flix,"Brian Baugh (director); Masey McLain, Ben Davies, Sadie Robertson"
American Pastoral,Lionsgate / Lakeshore Entertainment,"Ewan McGregor (director); Ewan McGregor, Jennifer Connelly, Dakota Fanning, Peter Riegert, Rupert Evans, Uzo Aduba, Molly Parker, David Strathairn"
Inferno,Columbia Pictures / Imagine Entertainment,"Ron Howard (director); Tom Hanks, Felicity Jones, Irrfan Khan, Omar Sy, Ben Foster, Sidse Babett Knudsen"
Doctor Strange,Marvel Studios / Walt Disney Studios Motion Pictures,"Scott Derrickson (director); Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt, Scott Adkins, Mads Mikkelsen, Tilda Swinton"
Trolls,20th Century Fox / DreamWorks Animation,"Mike Mitchell (director), Anna Kendrick, Justin Timberlake, Zooey Deschanel, Russell Brand, James Corden, Gwen Stefani"
Hacksaw Ridge,Summit Entertainment / Cross Creek Pictures,"Mel Gibson (director); Robert Schenkkan, Andrew Knight (screenplay); Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer, Hugo Weaving, Rachel Griffiths, Vince Vaughn"
Loving,Focus Features,"Jeff Nichols (director/screenplay); Joel Edgerton, Ruth Negga, Marton Csokas, Nick Kroll, Michael Shannon"
The Love Witch,Oscilloscope Laboratories,Anna Biller (director); Samantha Robinson
Arrival,Paramount Pictures / FilmNation Entertainment / Lava Bear Films / 21 Laps Entertainment,"Denis Villeneuve (director); Eric Heisserer (screenplay); Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Tzi Ma"
Billy Lynn's Long Halftime Walk,TriStar Pictures,"Ang Lee (director); Jean-Christophe Castelli (screenplay); Joe Alwyn, Kristen Stewart, Chris Tucker, Garrett Hedlund, Mason Lee, Vin Diesel, Steve Martin"
Almost Christmas,Universal Pictures / Perfect World Pictures / Will Packer Productions,"David E. Talbert (director/screenplay); Kimberly Elise, Danny Glover, John Michael Higgins, Romany Malco, Mo'Nique, Nicole Ari Parker, J.B. Smoove, Gabrielle Union"
Shut In,EuropaCorp,"Farren Blackburn (director); Christina Hodson (screenplay); Naomi Watts, Oliver Platt, Charlie Heaton, Jacob Tremblay, David Cubitt, Clémentine Poidatz"
Fantastic Beasts and Where to Find Them,Warner Bros. Pictures,"David Yates (director), Eddie Redmayne, Katherine Waterston, Dan Folger, Alison Sudol, Samantha Morton, Jon Voight, Carmen Ejogo, Ron Perlman, Colin Farrell"
The Edge of Seventeen,STXfilms,"Kelly Fremon Craig (director/screenplay); Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson"
Bleed for This,Open Road Films,"Ben Younger (director/screenplay); Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds, Ted Levine"
Manchester by the Sea,Pearl Street Films,"Kenneth Lonergan (director/screenplay), Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges"
Moana,Walt Disney Pictures / Walt Disney Animation Studios,"Ron Clements, John Musker (directors); Jared Bush (screenplay); Auliʻi Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk"
Allied,Paramount Pictures,"Robert Zemeckis (director); Steven Knight (screenplay); Brad Pitt, Marion Cotillard, Jared Harris, Simon McBurney, Lizzy Caplan"
Bad Santa 2,Broad Green Pictures,"Mark Waters (director); Johnny Rosenthal, Shauna Cross (screenplay); Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks, Brett Kelly, Ryan Hansen, Jenny Zigrino, Jeff Skowron, Mike Starr"
Rules Don't Apply,20th Century Fox / Regency Enterprises / RatPac-Dune Entertainment / Worldview Entertainment / Shangri-La Entertainment,"Warren Beatty (director/screenplay); Warren Beatty, Annette Bening, Matthew Broderick, Lily Collins, Alden Ehrenreich"
Incarnate,Blumhouse Productions / WWE Studios / IM Global,"Brad Peyton (director); Ronnie Christensen (screenplay); Aaron Eckhart, Carice van Houten, Catalina Sandino Moreno, David Mazouz, Keir O'Donnell, Matthew Nable, John Pirruccello"
La La Land,Summit Entertainment,"Damien Chazelle (director/writer); Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt"
Office Christmas Party,Paramount Pictures / DreamWorks Pictures / Reliance Entertainment / Bluegrass Films / Amblin Partners,"Will Speck (director); Justin Malen, Laura Solon, Dan Mazer (screenplay); Jason Bateman, Olivia Munn, T. J. Miller, Jillian Bell, Vanessa Bayer, Courtney B. Vance, Rob Corddry, Kate McKinnon, Jennifer Aniston"
Collateral Beauty,Warner Bros. Pictures / New Line Cinema / Village Roadshow Pictures / RatPac-Dune Entertainment / Overbrook Entertainment / Anonymous Content,"David Frankel (director); Will Smith, Edward Norton, Keira Knightley, Michael Peña, Naomie Harris, Jacob Latimore, Kate Winslet, Helen Mirren"
Fences,Paramount Pictures,"Denzel Washington (director); August Wilson (screenplay); Denzel Washington, Viola Davis, Mykelti Williamson, Jovan Adepo, Russell Hornsby, Stephen McKinley Henderson, Saniyya Sidney"
Rogue One: A Star Wars Story,Lucasfilm / Walt Disney Studios Motion Pictures,"Gareth Edwards (director); Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk, Jiang Wen, Forest Whitaker"
The Founder,The Weinstein Company,"John Lee Hancock (director); Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini, Patrick Wilson, B. J. Novak, Laura Dern"
Assassin's Creed,20th Century Fox / Regency Enterprises / Ubisoft Motion Pictures / DMC Film / The Kennedy/Marshall Company,"Justin Kurzel (director); Michael Lesslie, Adam Cooper, Bill Collage (screenplay); Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling, Michael K. Williams"
Passengers,Columbia Pictures / Village Roadshow Pictures / Original Film / Start Motion Pictures,"Morten Tyldum (director); Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne, Andy Garcia"
Sing,Universal Pictures / Illumination Entertainment,"Garth Jennings (director/screenplay); Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, Tori Kelly"
Patriots Day,Lionsgate / CBS Films,"Peter Berg (director/screenplay); Mark Wahlberg, Kevin Bacon, John Goodman, J. K. Simmons, Michelle Monaghan"
A Monster Calls,Focus Features / Entertainment One,"J. A. Bayona (director); Patrick Ness (screenplay); Sigourney Weaver, Felicity Jones, Toby Kebbell, Lewis MacDougall, Liam Neeson"
Silence,Paramount Pictures,"Martin Scorsese (director); Jay Cocks (screenplay); Liam Neeson, Andrew Garfield, Adam Driver, Tadanobu Asano, Ciarán Hinds"
Why Him?,20th Century Fox / 21 Laps Entertainment / Red Hour Productions,"John Hamburg (director, screenwriter); Ian Helfer (screenplay); James Franco, Bryan Cranston, Zoey Deutch, Megan Mullally, Griffin Gluck, Keegan-Michael Key"
Hidden Figures,20th Century Fox / Chernin Entertainment,"Theodore Melfi (director); Allison Schroeder (screenplay); Taraji P. Henson, Octavia Spencer, Kevin Costner, Jim Parsons, Janelle Monáe, Kirsten Dunst, Glen Powell, Mahershala Ali, Jim Parsons"
Live by Night,Warner Bros. Pictures / RatPac Entertainment,"Ben Affleck (director/screenplay); Ben Affleck, Sienna Miller, Chris Messina, Zoe Saldana, Elle Fanning, Scott Eastwood, Brendan Gleeson, Anthony Michael Hall, Chris Cooper"
Paterson,Amazon Studios / Bleecker Street,"Jim Jarmusch (director/screenplay); Adam Driver, Golshifteh Farahani, Barry Shabaka Henley, Cliff Smith, Chasten Harmon, William Jackson Harper, Masatoshi Nagase"
