Film,Production,Cast
The Blackening,Lionsgate / MRC,"Tim Story (director); Tracy Oliver, Dewayne Perkins (screenplay); Grace Byers, Jermaine Fowler, Melvin Gregg, X Mayo, Dewayne Perkins, Antoinette Robertson, Sinqua Walls, Jay Pharoah, Yvonne Orji"
No Hard Feelings,Columbia Pictures / Excellent Cadaver,"Gene Stupnitsky (director/screenplay); John Phillips (screenplay); Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti, Natalie Morales, Matthew Broderick"
The Perfect Find,Netflix / AGC Studios,"Numa Perrier (director); Leigh Davenport (screenplay); Gabrielle Union, Keith Powers, Gina Torres, Ts Madison"
Indiana Jones and the Dial of Destiny,Lucasfilm / Walt Disney Pictures,"James Mangold (director/screenplay); Jez Butterworth, John-Henry Butterworth, David Koepp (screenplay); Harrison Ford, Phoebe Waller-Bridge, Antonio Banderas, John Rhys-Davies, Shaunette Renée Wilson, Thomas Kretschmann, Toby Jones, Boyd Holbrook, Ethann Isidore, Mads Mikkelsen"
"Ruby Gillman, Teenage Kraken",Universal Pictures / DreamWorks Animation,"Kirk DeMicco, Faryn Pearl (directors); Pam Brady (screenplay); Lana Condor, Toni Collette, Annie Murphy, Sam Richardson, Liza Koshy, Will Forte, Colman Domingo, Jaboukie Young-White, Nicole Byer, Jane Fonda"
Harold and the Purple Crayon,Columbia Pictures / Davis Entertainment,"Carlos Saldanha (director); David Guion, Michael Handelman (screenplay); Zachary Levi, Lil Rel Howery, Zooey Deschanel, Ravi Patel, Camille Guaty, Tanya Reynolds, Pete Gardner"
Insidious: The Red Door,Screen Gems / Stage 6 Films / Blumhouse Productions,"Patrick Wilson (director); Scott Teems (screenplay); Ty Simpkins, Patrick Wilson, Hiam Abbass, Sinclair Daniel, Rose Byrne"
Joy Ride,Lionsgate / Point Grey Pictures,"Adele Lim (director); Cherry Chevapravatdumrong, Teresa Hsiao (screenplay); Ashley Park, Sherry Cola, Stephanie Hsu, Sabrina Wu"
The Out-Laws,Netflix / Happy Madison Productions,"Tyler Spindel (director); Evan Turner, Ben Zazove (screenplay); Adam DeVine, Pierce Brosnan, Ellen Barkin, Nina Dobrev, Michael Rooker, Poorna Jagannathan, Julie Hagerty, Richard Kind, Lil Rel Howery, Blake Anderson"
Biosphere,IFC Films / Duplass Brothers Productions,"Mel Eslyn (director/screenplay); Mark Duplass (screenplay); Sterling K. Brown, Mark Duplass"
Mission: Impossible – Dead Reckoning Part One,Paramount Pictures / Skydance Media / TC Productions,"Christopher McQuarrie (director/screenplay); Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg, Rebecca Ferguson, Vanessa Kirby, Esai Morales, Pom Klementieff, Mariela Garriga, Henry Czerny, Shea Whigham, Greg Tarzan Davis, Charles Parnell, Frederick Schmidt, Rob Delaney, Cary Elwes, Indira Varma, Mark Gatiss"
Theater Camp,Searchlight Pictures / Topic Studios / Gloria Sanchez Productions,"Molly Gordon, Nick Lieberman (director/screenplay); Ben Platt, Noah Galvin (screenplay); Molly Gordon, Ben Platt, Noah Galvin, Jimmy Tatro, Patti Harrison, Ayo Edebiri, Alan Kim, Amy Sedaris"
Oppenheimer,Universal Pictures / Syncopy Inc. / Atlas Entertainment,"Christopher Nolan (director/screenplay); Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Rami Malek, Florence Pugh, Benny Safdie, Michael Angarano, Josh Hartnett, Kenneth Branagh, Dane DeHaan, Dylan Arnold, David Krumholtz, Alden Ehrenreich, Matthew Modine"
Barbie,Warner Bros. Pictures / Heyday Films / LuckyChap Entertainment / Mattel Films,"Greta Gerwig (director/screenplay); Noah Baumbach (screenplay); Margot Robbie, Ryan Gosling, America Ferrera, Kate McKinnon, Issa Rae, Rhea Perlman, Hari Nef, Alexandra Shipp, Emma Mackey, Connor Swindells, Michael Cera, Sharon Rooney, John Cena, Kingsley Ben-Adir, Simu Liu, Ariana Greenblatt, Scott Evans, Jamie Demetriou, Dua Lipa, Ncuti Gatwa, Nicola Coughlan, Emerald Fennell, Ana Cruz Kayne, Will Ferrell, Helen Mirren"
They Cloned Tyrone,Netflix,"Juel Taylor (director/screenplay); Tony Rettenmaier (screenplay); John Boyega, Teyonah Parris, Kiefer Sutherland, Jamie Foxx"
Cobweb,Lionsgate / Point Grey Pictures,"Samuel Bodin (director); Chris Thomas Devlin (screenplay); Woody Norman, Antony Starr, Lizzy Caplan, Cleopatra Coleman"
Haunted Mansion,Walt Disney Pictures / Rideback,"Justin Simien (director); Katie Dippold (screenplay); LaKeith Stanfield, Tiffany Haddish, Owen Wilson, Danny DeVito, Rosario Dawson, Chase W. Dillon, Dan Levy, Jamie Lee Curtis, Jared Leto"
Sympathy for the Devil,RLJE Films,"Yuval Adler (director); Luke Paradise (screenplay); Joel Kinnaman, Nicolas Cage, Kaiwi Lyman-Mersereau"
Teenage Mutant Ninja Turtles: Mutant Mayhem,Paramount Pictures / Nickelodeon Movies / Point Grey Pictures,"Jeff Rowe (director/screenplay); Seth Rogen, Evan Goldberg, Dan Hernandez, Benji Samit (screenplay); Micah Abbey, Shamon Brown Jr., Hannibal Buress, Rose Byrne, Nicolas Cantu, John Cena, Jackie Chan, Ice Cube, Natasia Demetriou, Ayo Edebiri, Giancarlo Esposito, Post Malone, Brady Noon, Seth Rogen, Paul Rudd, Maya Rudolph"
Meg 2: The Trench,Warner Bros. Pictures / Di Bonaventura Pictures,"Ben Wheatley (director); Dean Georgaris, Jon Hoeber, Erich Hoeber (screenplay); Jason Statham, Sienna Guillory, Cliff Curtis"
Dreamin' Wild,Roadside Attractions / River Road Entertainment,"Bill Pohlad (director/screenplay); Casey Affleck, Walton Goggins, Zooey Deschanel, Noah Jupe, Jack Dylan Grazer, Chris Messina, Beau Bridges"
Gran Turismo,Columbia Pictures / PlayStation Productions / Trigger Street Productions,"Neill Blomkamp (director); Jason Hall, Zach Baylin (screenplay); David Harbour, Orlando Bloom, Archie Madekwe, Darren Barnet, Geri Halliwell Horner, Djimon Hounsou"
The Last Voyage of the Demeter,Universal Pictures / DreamWorks Pictures / Amblin Entertainment / New Republic Pictures,"André Øvredal (director); Bragi F. Schut, Zak Olkewicz (screenplay); Corey Hawkins, Aisling Franciosi, Liam Cunningham, David Dastmalchian"
Heart of Stone,Netflix / Skydance Media,"Tom Harper (director); Greg Rucka, Allison Schroeder (screenplay); Gal Gadot, Jamie Dornan, Alia Bhatt, Sophie Okonedo"
Jules,Bleecker Street / Big Beach,"Marc Turtletaub (director); Gavin Steckler (screenplay); Ben Kingsley, Jane Curtin, Harriet Sansom Harris"
Blue Beetle,Warner Bros. Pictures / DC Studios,"Angel Manuel Soto (director); Gareth Dunnet-Alcocer (screenplay); Xolo Maridueña, Adriana Barraza, Damián Alcázar, Elpidia Carrillo, Bruna Marquezine, Raoul Max Trujillo, Susan Sarandon, George Lopez"
White Bird,Lionsgate / Mandeville Films / Participant,"Marc Forster (director); Mark Bomback (screenplay); Ariella Glaser, Orlando Schwerdt, Bryce Gheisar, Gillian Anderson, Helen Mirren"
Please Don't Destroy,Universal Pictures / Apatow Productions,"Paul Briganti (director); Ben Marshall, John Higgins, Martin Herlihy (screenplay); John Higgins, Martin Herlihy"
The Hill,Briarcliff Entertainment,"Jeff Celentano (director); Scott Marshall Smith, Angelo Pizzo (screenplay); Colin Ford, Dennis Quaid, Joelle Carter, Scott Glenn"
Lift,Netflix / Genre Films / 6th & Idaho Productions,"F. Gary Gray (director); Daniel Kunka, Jeremy Doner, Emerald Fennell, Simon Kinberg (screenplay); Kevin Hart, Gugu Mbatha-Raw, Vincent D’Onofrio, Úrsula Corberó, Billy Magnussen, Jacob Batalon, Jean Reno, Sam Worthington"
Vacation Friends 2,Hulu / 20th Century Studios,"Clay Tarver (director/screenplay); John Cena, Lil Rel Howery, Yvonne Orji, Meredith Hagner, Carlos Santos, Ronny Chieng, Jamie Hector, Steve Buscemi"
They Listen,Screen Gems / Blumhouse Productions,"Chris Weitz (director/screenplay); John Cho, Katherine Waterston"
The Equalizer 3,Columbia Pictures / Escape Artists,"Antoine Fuqua (director); Richard Wenk (screenplay); Denzel Washington, Dakota Fanning, David Denman, Sonia Ammar, Remo Girone"
The Nun 2,Warner Bros. Pictures / New Line Cinema / Atomic Monster Productions,"Michael Chaves (director); Akela Cooper (screenplay); Storm Reid, Taissa Farmiga, Anna Popplewell"
My Big Fat Greek Wedding 3,Focus Features / Playtone / Gold Circle Entertainment,"Nia Vardalos (director/screenplay); Nia Vardalos, John Corbett, Louis Mandylor, Elena Kampouris, Maria Vacratsis, Andrea Martin, Elias Kacavas, Gia Carides, Joey Fatone, Melina Kotselou"
Poor Things,Searchlight Pictures / Element Pictures / Film4 Productions,"Yorgos Lanthimos (director); Tony McNamara (screenplay); Emma Stone, Willem Dafoe, Mark Ruffalo, Ramy Youssef, Jerrod Carmichael, Christopher Abbott, Margaret Qualley, Kathryn Hunter"
A Haunting in Venice,20th Century Studios / Scott Free Productions / Genre Films,"Kenneth Branagh (director); Michael Green (screenplay); Kenneth Branagh, Kyle Allen, Camille Cottin, Jamie Dornan, Tina Fey, Jude Hill, Ali Khan, Emma Laird, Kelly Reilly, Riccardo Scamarcio, Michelle Yeoh"
Challengers,Metro-Goldwyn-Mayer / Pascal Pictures,"Luca Guadagnino (director); Justin Kuritzkes (screenplay); Zendaya, Mike Faist, Josh O'Connor"
The Expendables 4,Lionsgate / Millennium Media,"Scott Waugh (director); Spenser Cohen, Max Adams (screenplay); Jason Statham, 50 Cent, Megan Fox, Dolph Lundgren, Randy Couture, Tony Jaa, Iko Uwais, Jacob Scipio, Levy Tran, Andy García, Sylvester Stallone"
The Book of Clarence,Columbia Pictures / Legendary Entertainment,"Jeymes Samuel (director/screenplay); LaKeith Stanfield, Omar Sy, RJ Cyler, Benedict Cumberbatch, James McAvoy, Caleb McLaughlin, Anna Diop, David Oyelowo, Alfre Woodard, Marianne Jean-Baptiste"
Drive-Away Dolls,Focus Features / Working Title Films,"Ethan Coen (director/screenplay); Tricia Cooke (screenplay); Margaret Qualley, Geraldine Viswanathan, Beanie Feldstein, Pedro Pascal, Colman Domingo, Bill Camp, Matt Damon"
PAW Patrol: The Mighty Movie,Paramount Pictures / Nickelodeon Movies / Spin Master Entertainment,"Cal Brunker (director); Kristen Bell, Christian Convery, Mckenna Grace, Lil Rel Howery, James Marsden, Serena Williams, Taraji P. Henson, Kim Kardashian, Marsai Martin, Ron Pardo"
The Creator,20th Century Studios / Regency Enterprises,"Gareth Edwards (director/screenplay); John David Washington, Gemma Chan, Ralph Ineson, Allison Janney, Ken Watanabe"
Kraven the Hunter,Columbia Pictures / Marvel Entertainment,"J. C. Chandor (director); Richard Wenk, Art Marcum, Matt Holloway (screenplay); Aaron Taylor-Johnson, Ariana DeBose, Alessandro Nivola, Fred Hechinger, Levi Miller, Christopher Abbott, Russell Crowe"
Killers of the Flower Moon,Apple TV+ / Paramount Pictures / Sikelia Productions / Appian Way Productions,"Martin Scorsese (director/screenplay); Eric Roth (screenplay); Leonardo DiCaprio, Robert De Niro, Jesse Plemons, Lily Gladstone, Brendan Fraser, John Lithgow"
The Exorcist: Believer,Universal Pictures / Blumhouse Productions / Morgan Creek Entertainment,"David Gordon Green (director/screenplay); Peter Sattler (screenplay); Leslie Odom Jr., Ellen Burstyn, Ann Dowd"
Damsel,Netflix / Roth/Kirschenbaum Films,"Juan Carlos Fresnadillo (director); Dan Mazeau (screenplay); Millie Bobby Brown, Angela Bassett, Robin Wright, Ray Winstone, Nick Robinson, Brooke Carter, Shohreh Aghdashloo"
Ordinary Angels,Lionsgate / Kingdom Story Company,"Jon Gunn (director/screenplay); Hilary Swank, Alan Ritchson, Emily Mitchell, Skywalker Hughes"
Dumb Money,Stage 6 Films / Black Bear Pictures,"Craig Gillespie (director); Lauren Schuker Blum, Rebecca Angelo (screenplay); Paul Dano, Sebastian Stan, Seth Rogen, Pete Davidson, Shailene Woodley, America Ferrera, Anthony Ramos, Vincent D'Onofrio, Dane DeHaan, Nick Offerman, Clancy Brown"
The Underdoggs,Metro-Goldwyn-Mayer,"Charles Stone (director); Danny Segal, Isaac Schamis (screenplay); Snoop Dogg, Tika Sumpter, Mike Epps, Andrew Schulz, George Lopez"
Five Nights at Freddy's,Universal Pictures / Blumhouse Productions,"Emma Tammi (director/screenplay); Scott Cawthon, Seth Cuddeback (screenplay); Josh Hutcherson, Matthew Lillard, Mary Stuart Masterson, Elizabeth Lail"
Saw X,Lionsgate / Twisted Pictures,"Kevin Greutert (director); Josh Stolberg, Peter Goldfinger (screenplay); Tobin Bell, Shawnee Smith, Synnøve Macody Lund, Steven Brand, Michael Beach"
Pain Hustlers,Netflix,"David Yates (director); Wells Tower (screenplay); Emily Blunt, Chris Evans, Andy Garcia, Catherine O’Hara, Jay Duplass, Brian d’Arcy James"
Dune: Part Two,Warner Bros. Pictures / Legendary Entertainment,"Denis Villeneuve (director/screenplay); Jon Spaihts, Eric Roth (screenplay); Timothée Chalamet, Zendaya, Rebecca Ferguson, Josh Brolin, Stellan Skarsgård, Dave Bautista, Stephen McKinley Henderson, Charlotte Rampling, Javier Bardem, Florence Pugh, Austin Butler, Christopher Walken, Léa Seydoux, Souheila Yacoub, Tim Blake Nelson"
The Marvels,Marvel Studios,"Nia DaCosta (director/screenplay); Megan McDonnell, Elissa Karasik, Zeb Wells (screenplay); Brie Larson, Teyonah Parris, Iman Vellani, Zawe Ashton, Park Seo-joon, Zenobia Shroff, Mohan Kapur, Saagar Shaikh, Samuel L. Jackson"
The Killer,Netflix / Plan B Entertainment,"David Fincher (director); Andrew Kevin Walker (screenplay); Michael Fassbender, Charles Parnell, Arliss Howard, Sophie Charlotte, Tilda Swinton"
The Holdovers,Focus Features / Miramax,"Alexander Payne (director); David Hemingson (screenplay); Paul Giamatti, Dominic Sessa, Da'Vine Joy Randolph, Carrie Preston"
The Hunger Games: The Ballad of Songbirds & Snakes,Lionsgate / Color Force / Good Universe,"Francis Lawrence (director); Michael Lesslie, Michael Arndt (screenplay); Tom Blyth, Rachel Zegler, Peter Dinklage, Hunter Schafer, Josh Andrés Rivera, Jason Schwartzman, Viola Davis"
Trolls Band Together,Universal Pictures / DreamWorks Animation,"Walt Dohrn (director); Jonathan Aibel, Glenn Berger, Elizabeth Tippet (screenplay); Anna Kendrick, Justin Timberlake, Kenan Thompson, Kunal Nayyar, Camila Cabello, Troye Sivan, Kid Cudi, Andrew Rannells, Amy Schumer, Daveed Diggs, RuPaul, Zosia Mamet"
Next Goal Wins,Searchlight Pictures / The Imaginarium,"Taika Waititi (director/screenplay); Iain Morris (screenplay); Michael Fassbender, Elisabeth Moss, Oscar Kightley, Uli Latukefu, Rachel House, Kaimana, David Fane, Beulah Koale, Chris Alosio, Taika Waititi, Will Arnett, Rhys Darby"
A Family Affair,Netflix / Roth/Kirschenbaum Films,"Richard LaGravenese (director/screenplay); Nicole Kidman, Zac Efron, Joey King, Liza Koshy, Kathy Bates"
Thanksgiving,TriStar Pictures / Spyglass Media Group,"Eli Roth (director/screenplay); Jeff Rendell (screenplay); Addison Rae, Patrick Dempsey, Gina Gershon"
Wish,Walt Disney Pictures / Walt Disney Animation Studios,"Chris Buck, Fawn Veerasunthorn (directors); Jennifer Lee, Allison Moore (screenplay); Ariana DeBose, Chris Pine, Alan Tudyk"
Napoleon,Apple TV+ / Columbia Pictures / Scott Free Productions,"Ridley Scott (director); David Scarpa (screenplay); Joaquin Phoenix, Vanessa Kirby, Tahar Rahim"
Leo,Netflix / Netflix Animation,"Robert Smigel, Robert Marianetti, David Wachtenheim (directors); Adam Sandler, Bill Burr, Cecily Strong, Jason Alexander, Rob Schneider"
Leave the World Behind,Netflix / Higher Ground Productions,"Sam Esmail (director/screenplay); Julia Roberts, Mahershala Ali, Ethan Hawke, Myha'la Herrold, Farrah Mackenzie, Charlie Evans, Kevin Bacon"
Magazine Dreams,Searchlight Pictures,"Elijah Bynum (director/screenplay); Jonathan Majors, Haley Bennett, Taylour Paige, Mike O'Hearn, Harrison Page, Harriet Sansom Harris"
Wonka,Warner Bros. Pictures / Heyday Films,"Paul King (director/screenplay); Simon Farnaby (screenplay); Timothée Chalamet, Keegan-Michael Key, Sally Hawkins, Jim Carter, Matt Lucas, Natasha Rothwell, Olivia Colman, Rowan Atkinson"
Aquaman and the Lost Kingdom,Warner Bros. Pictures / DC Studios / Atomic Monster Productions,"James Wan (director); David Leslie Johnson-McGoldrick (screenplay); Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Nicole Kidman"
Untitled Ghostbusters: Afterlife sequel,Columbia Pictures / Bron Creative / Ghost Corps,"Gil Kenan (director/screenplay); Jason Reitman (screenplay); Mckenna Grace, Carrie Coon, Finn Wolfhard, Paul Rudd, Celeste O'Connor, Logan Kim, Bill Murray, Dan Aykroyd, Ernie Hudson, Sigourney Weaver, Annie Potts, Patton Oswalt, Kumail Nanjiani"
Rebel Moon,Netflix / The Stone Quarry,"Zack Snyder (director); Shay Hatten (screenplay); Sofia Boutella, Charlie Hunnam, Ray Fisher, Djimon Hounsou, Jena Malone, Corey Stoll, Ed Skrein, Cleopatra Coleman, Fra Fee, Cary Elwes, Anthony Hopkins"
Migration,Universal Pictures / Illumination,"Benjamin Renner (director); Mike White (screenplay); Kumail Nanjiani, Elizabeth Banks, Keegan-Michael Key, Awkwafina, Danny DeVito"
The Color Purple,Warner Bros. Pictures / Amblin Entertainment,"Blitz Bazawule (director), Marcus Gardley (screenplay); Fantasia Barrino, Colman Domingo, Corey Hawkins, Danielle Brooks, H.E.R., Halle Bailey, Ciara, Aunjanue Ellis, Deon Cole, Elizabeth Marvel, Jon Batiste, Louis Gossett Jr., David Alan Grier, Taraji P. Henson"
